Id,Level,Name,Skill_Text,SkillID,SkillEffectNum,SkillScriptPrefix,SkillScriptPostfix,DamageScript,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,ConfirmScript,CostScript,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,,,,,,
500708,8,音速投掷,刺客,5007,1,Equip_PSTPZR_Effect,,YinSuTouZhi,1,301501=2600,72000,400,0,0,0,1,1.1,72000,0,0,0,0,1,1.1,0,1.5,100,,,,7=22,,0,0,0,,0,,,,720|26|400,,,,cripro=0=cripara=10000,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,,,,,
500709,9,音速投掷,刺客,5007,1,Equip_PSTPZR_Effect,,YinSuTouZhi,1,301501=2800,76000,450,0,0,0,1,1.1,76000,0,0,0,0,1,1.1,0,1.5,100,,,,7=24,,0,0,0,,0,,,,760|28|450,,,,cripro=0=cripara=10000,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,,,,,
500710,10,音速投掷,刺客,5007,1,Equip_PSTPZR_Effect,,YinSuTouZhi,1,301501=3000,80000,500,0,0,0,1,1.1,80000,0,0,0,0,1,1.1,0,1.5,100,,,,7=26,,0,0,0,,0,,,,800|30|500,,,,cripro=0=cripara=10000,,Player_Assassin|Player_Assassin_YinSuTouZhi|0|0|0,,,,,,,
500901,1,回旋盾击-贝鲁兹,十字军,5009,1,Player_Crusader_HuiXuanDunJi_Belluz2507,,ShieldBoomerangBelluz2507,1,,25000,0,0,0,0,1,1,13000,0,0,0,0,1,1,0,3,100,,,,7=12,,2,0,0,,0,,,,130,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
500902,2,回旋盾击-贝鲁兹,十字军,5009,1,Player_Crusader_HuiXuanDunJi_Belluz2507,,ShieldBoomerangBelluz2507,1,,30000,0,0,0,0,1,1,16000,0,0,0,0,1,1,0,3,100,,,,7=12,,2,0,0,,0,,,,160,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
500903,3,回旋盾击-贝鲁兹,十字军,5009,1,Player_Crusader_HuiXuanDunJi_Belluz2507,,ShieldBoomerangBelluz2507,1,,35000,0,0,0,0,1,1,19000,0,0,0,0,1,1,0,4,100,,,,7=12,,2,0,0,,0,,,,190,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
500904,4,回旋盾击-贝鲁兹,十字军,5009,1,Player_Crusader_HuiXuanDunJi_Belluz2507,,ShieldBoomerangBelluz2507,1,,40000,0,0,0,0,1,1,22000,0,0,0,0,1,1,0,5,100,,,,7=12,,2,0,0,,0,,,,220,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
500905,5,回旋盾击-贝鲁兹,十字军,5009,1,Player_Crusader_HuiXuanDunJi_Belluz2507,,ShieldBoomerangBelluz2507,1,,45000,0,0,0,0,1,1,25000,0,0,0,0,1,1,0,6,100,,,,7=12,,2,0,0,,0,,,,250,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
500801,1,7018炮台AOE,贝鲁兹,5008,1,Player_AnyOne/Player_AnyOne_PaoTaiAOE,,Belluz7018AOE,10,,10000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_WhiteSmith|Player_WhiteSmith_AASQiangXiXingTai|0|0|0,,,,,,,
501001,1,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,10000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501002,2,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,13000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501003,3,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,16000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501004,4,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,19000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501005,5,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,22000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501006,6,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,25000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501007,7,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,28000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501008,8,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,31000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501009,9,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,34000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501010,10,光之耀斑-贝鲁兹,光之耀斑-贝鲁兹,5010,1,Player_AnyOne_GuangZhiYaoBan,,PhysicalSkillCalc,10,900501=10000,37000,0,0,0,0,1,1,10000,0,0,0,0,1,1,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_HighPriest|Player_HighPriest_ShenPan|0|0|0,,,,,,,
501101,1,猩红斩击,贝鲁兹5021,5011,1,Player_AnyOne_XingHongZhanJi,,Belluz5021,1,,30000,3000,0,0,0,0,0,30000,3000,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_Swordman|Player_Swordman_KuangJi|0|0|0,,,,,,,
501201,1,大地共鸣,贝鲁兹7020,5012,1,Player_AnyOne_DaDiGongMing,,PhysicalSkillCalc,10,500701=3000,150000,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_Swordman|Player_Swordman_KuangJi|0|0|0,,,,,,,
501301,1,爆炸,贝鲁兹2022,5013,1,Player_AnyOne_Belluz2022,,PhysicalSkillCalc,10,500701=10000,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_Swordman|Player_Swordman_KuangJi|0|0|0,,,,,,,
501401,1,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_01,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,12500|0,0|0,0.5,0.5,0,1,1,12500|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,1|125,,,,,,,0,,,,,,
501402,2,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_01,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,15000|0,0|0,0.5,0.5,0,1,1,15000|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,1|150,,,,,,,0,,,,,,
501403,3,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_02,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,17500|0,0|0,0.5,0.5,0,1,1,17500|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,2|175,,,,,,,0,,,,,,
501404,4,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_02,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,20000|0,0|0,0.5,0.5,0,1,1,20000|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,2|200,,,,,,,0,,,,,,
501405,5,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_03,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,22500|0,0|0,0.5,0.5,0,1,1,22500|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,3|225,,,,,,,0,,,,,,
501406,6,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_03,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,25000|0,0|0,0.5,0.5,0,1,1,25000|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,3|250,,,,,,,0,,,,,,
501407,7,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_04,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,27500|0,0|0,0.5,0.5,0,1,1,27500|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,4|275,,,,,,,0,,,,,,
501408,8,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_04,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,30000|0,0|0,0.5,0.5,0,1,1,30000|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,4|300,,,,,,,0,,,,,,
501409,9,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_05,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,32500|0,0|0,0.5,0.5,0,1,1,32500|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,5|325,,,,,,,0,,,,,,
501410,10,弹指神通,武术宗师,5014,1,Player_Champion_TanZhiShenTong_Belluz_05,0=1|8=1|9=1|10=1|12=1,ThrowSpiritSphereBelluz,1|1,152401=0|152401=10000,35000|0,0|0,0.5,0.5,0,1,1,35000|0,0|0,0.5,0.5,0,1,1,0,8,100,,,,7=10,,0,0,0,,1,MonkSpiritSpheresCheck|SpheresCountCost=1,MonkTanZhiShenTong,所有已拥有气弹,5|350,,,,,,,0,,,,,,
501501,1,火烟瓶,炼金术士,5015,1,Player_Alchemist_HuoYanPing_01,,DamageNil,10,,0,0,0.5,1,5,1,1,0,0,0.5,1,5,1,1,0,10,100,,,,,,0,1,2.5,,0,,,,,,,,,,,,,,,,,
501502,2,火烟瓶,炼金术士,5015,1,Player_Alchemist_HuoYanPing_02,,DamageNil,10,,0,0,0.6,1,5,1,1,0,0,0.6,1,5,1,1,0,10,100,,,,,,0,1,2.5,,0,,,,,,,,,,,,,,,,,
501503,3,火烟瓶,炼金术士,5015,1,Player_Alchemist_HuoYanPing_03,,DamageNil,10,,0,0,0.7,1,5,1,1,0,0,0.7,1,5,1,1,0,10,100,,,,,,0,1,2.5,,0,,,,,,,,,,,,,,,,,
501504,4,火烟瓶,炼金术士,5015,1,Player_Alchemist_HuoYanPing_04,,DamageNil,10,,0,0,0.8,1,5,1,1,0,0,0.8,1,5,1,1,0,10,100,,,,,,0,1,2.5,,0,,,,,,,,,,,,,,,,,
501505,5,火烟瓶,炼金术士,5015,1,Player_Alchemist_HuoYanPing_05,,DamageNil,10,,0,0,0.9,1,5,1,1,0,0,0.9,1,5,1,1,0,10,100,,,,,,0,1,2.5,,0,,,,,,,,,,,,,,,,,
600101,1,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,12000|12000,10,0,0,0,1,2,12000|12000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,120|10,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600102,2,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,14000|14000,20,0,0,0,1,2,14000|14000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,140|20,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600103,3,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,16000|16000,30,0,0,0,1,2,16000|16000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,160|30,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600104,4,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,18000|18000,40,0,0,0,1,2,18000|18000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,180|40,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600105,5,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,20000|20000,50,0,0,0,1,2,20000|20000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,200|50,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600106,6,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu06,,PhysicalSkillCalc,10|10,,22000|22000,60,0,0,0,1,2,22000|22000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,220|60,,,,,,Belluz|Belluz_Archer_JianYu06|0|0|0,,,,,,,
600107,7,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,24000|24000,70,0,0,0,1,2,24000|24000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,240|70,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600108,8,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,26000|26000,80,0,0,0,1,2,26000|26000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,260|80,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600109,9,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,28000|28000,90,0,0,0,1,2,28000|28000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,280|90,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600110,10,箭雨,弓箭手,6001,1,Belluz/Belluz_Archer_JianYu01,,PhysicalSkillCalc,10|10,,30000|30000,100,0,0,0,1,2,30000|30000,0,0,0,0,1,2,0,7.5,100,,,,7=15,,0,3,60|6.9,,0,,,,300|100,,,,,,Belluz|Belluz_Archer_JianYu01|0|0|0,,,,,,,
600201,1,六合拳AOE,武僧,6002,1,Player_AnyOne_LiuHeQuanAOE,,PhysicalSkillCalcCanCri,1|1|1,,4000|4000|4000,20|20|20,0,0,0,0,0,4000|4000|4000,0,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_LiuHeQuanAOE|0|0|0,,,,,,,
600301,1,弹指神通额外触发,武僧,6003,1,Player_AnyOne_TanZhiShenTongTrigger,,ThrowSpiritSphere,1,,10000,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,15,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_TanZhiShenTongTrigger|0|0|0,,,,,,,
601801,1,部署雷区,猎人,6018,1,Belluz/Belluz_Archer_BuShuLeiQu,,DamageNil,1,,0,0,0,0,1,1,1.8,0,0,0,0,10,1,1.8,1.8,3,100,,,,7=10,,0,1,1.1,,1,ItemCostCondition|ItemID1=2022001|Num1=1,CostItemSkill|ItemID1=2022001|Num1=1,陷阱设置道具*1,30|150,,,,,,Belluz|Belluz_Archer_BuShuLeiQu|0|0|0,,,,,,,
601802,2,部署雷区,猎人,6018,1,Belluz/Belluz_Archer_BuShuLeiQu,,DamageNil,1,,0,0,0,0,1,1,1.8,0,0,0,0,10,1,1.8,1.8,3,100,,,,7=10,,0,1,1.1,,1,ItemCostCondition|ItemID1=2022001|Num1=1,CostItemSkill|ItemID1=2022001|Num1=1,陷阱设置道具*1,30|150,,,,,,Belluz|Belluz_Archer_BuShuLeiQu|0|0|0,,,,,,,
601803,3,部署雷区,猎人,6018,1,Belluz/Belluz_Archer_BuShuLeiQu,,DamageNil,1,,0,0,0,0,1,1,1.8,0,0,0,0,10,1,1.8,1.8,3,100,,,,7=10,,0,1,1.1,,1,ItemCostCondition|ItemID1=2022001|Num1=1,CostItemSkill|ItemID1=2022001|Num1=1,陷阱设置道具*1,30|150,,,,,,Belluz|Belluz_Archer_BuShuLeiQu|0|0|0,,,,,,,
601901,1,死神低语-装备,十字军,6019,1,Player_AnyOne_SiShenDiYu,,PhysicalSkillCalc,1,,40000,0,0,0,0,1,1,40000,0,0,0,0,1,1,0,7.5,100,,,,,,2,0,0,,0,,,,,,,,,,Player_Crusader|Player_Crusader_HuiXuanDunJi|0|0|0,,,,,,,
700101,1,GVG炸弹,GVG炸弹,7001,1,Player_AnyOne_GVGZhaDan,,GVGBomb,999,,2000,0,0,0,15,0,0,2000,0,0,0,15,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeons_GVG|Player_AnyOne_GVGZhaDan|0|0|0,,,,,,,
700201,1,GVG修复,GVG修复,7002,1,Player_AnyOne_GVGXiuFu,,GVGFix,999,,1000,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Dungeons_GVG|Player_AnyOne_GVGXiuFu|0|0|0,,,,,,,
700301,1,GVG风之步,GVG风之步,7003,1,Player_AnyOne_FengZhiBu,,DamageNil,999,5080601=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_FengZhiBu|0|0|0,,,,,,,
1000101,1,大巴卡测试,大巴卡测试,10001,1,Player_AnyOne_DaBaKa,,PhysicalSkillCalc,999,,5000,0,0,0,1,0,0,5000,0,0,0,1,0,0,0,10,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_DaBaKa|0|0|0,,,,,,,
1000201,1,解毒lv1,卡片,10002,1,Player_AnyOne_JieDu,,DamageNil,10,300401=10000,0,,0,0,15,0,0,0,,0,0,15,0,0,0,7,100,,,,7=10,,2,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_JieDu|0|0|0,,,,,,,
1000301,1,火狩lv1,卡片,10003,1,Player_AnyOne_HuoShou,,DamageNil,1,202101=10000,10000,0,0,0,0,1,1,10000,0,0,0,0,1,0.5,0,1.5,100,,,,7=20,,2,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_HuoShou|0|0|0,,,,,,,
1000403,3,施毒lv3,卡片,10004,1,Player_AnyOne_ShiDu,,StableElementDamage,1,300303=3200,0,26,0,0,0,1,1,0,26,0,0,0,1,1,0,1.5,100,,,,7=12,,2,0,0,,0,,,,26|32|1|14|30,,,,,,Player_AnyOne|Player_AnyOne_ShiDu|0|0|0,,,,,,,
1000501,1,痊愈术lv1,卡片,10005,1,Player_AnyOne_QuanYuShu,,DamageNil,1|1,106201=10000,0,0,0,0,7,1,1,0,0,0,0,7,1,1,0,7,100,,,,7=10,,2,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_QuanYuShu|0|0|0,,,,,,,
1000601,1,治愈术lv1,卡片,10006,1,Player_AnyOne_ZhiYuShu,,CureFushi,1|1|1,,10000|5000|10000,0,0,0,1,1,1,30000|15000|30000,0,0,0,1,1,1,0,12,100,,,,7=10,,2,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_ZhiYuShu|0|0|0,,,,,,,
1000701,1,瞬间移动lv1,卡片,10007,1,Player_AnyOne_ShunJianYiDong,,DamageNil,1,100501=10000,0,,0,0,1,1,1,0,,0,0,1,1,1,0,1,100,,,,7=40,,2,0,0,,0,ShunJianYiDongCheck,,,,,,,,,Player_AnyOne|Player_AnyOne_ShunJianYiDong|0|0|0,,,,,,,
1000803,3,怒爆lv3,卡片,10008,1,Player_AnyOne_NuBao,,PhysicalSkillCalc,10|1,11101=0|11101=10000,18000,30,0,0,0,1,2,18000,0,0,0,0,1,2,0,2.5,150,,,,7=22,,2,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_NuBao|0|0|0,,,,,,,
1000901,1,隐匿lv1,卡片,10009,1,Player_AnyOne_YinNi,,DamageNil,1,300101=10000,0,,0,0,15,1,1,0,,0,0,15,1,1,0,1,100,,,,7=5,,2,0,0,,0,,,,8|3,,,,,,Player_AnyOne|Player_AnyOne_YinNi|0|0|0,,,,,,,
1001001,1,普通攻击,卡片,10010,1,Player_AnyOne_GongJi,,CommonSkillCritCalc,1,,10000,40,0,0,1,0,0,10000,0,0,0,1,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,100,,,,,,Player_AnyOne|Player_AnyOne_GongJi|0|0|0,,,,,,,
1001101,1,天使之赐福,卷轴,10011,1,Player_AnyOne_TianShiZhiCiFu,,DamageNil,999,100107=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_TianShiZhiCiFu|0|0|0,,,,,,,
1001201,1,风之步,卷轴,10012,1,Player_AnyOne_FengZhiBu,,DamageNil,999,404503=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_FengZhiBu|0|0|0,,,,,,,
1001301,1,速度激发,卷轴,10013,1,Player_AnyOne_SuDuJiFa,,DamageNil,999,500103=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_SuDuJiFa|0|0|0,,,,,,,
1001401,1,圣母之祈福,卷轴,10014,1,Player_AnyOne_ShengMuZhiQiFu,,DamageNil,999,106407=10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_ShengMuZhiQiFu|0|0|0,,,,,,,
1001501,1,黄金之锤,装备,10015,1,Player_AnyOne_HuangJinZhiChui,,HuangJinZhiChui,1,,1000000,400,0,0,0,0,0,600000,300,0,0,0,0,0,0,1.5,100,,,,,,0,0,0,,0,,,,,,,,,,Player_AnyOne|Player_AnyOne_HuangJinZhiChui|0|0|0,,,,,,,
1001601,1,冲锋攻击,骑士,10016,1,Player_Knight_ChongFengGongJi_ZuHeJi,,PhysicalSkillCalc,1,,15000,0,0,0,5,1,0,15000,0,0,0,15,1,0,0,9,200,,,,7=30,,2,0,0,,0,,,,150,,,,,,Player_Knight|Player_Knight_ChongFengGongJi_ZuHeJi|0|0|0,,,,,,,
1001701,1,先锋追击,骑士,10017,1,Player_Knight_XianFengZhuiJi,,PhysicalSkillCalc,1,,34000,20,0,0,0,1,1,34000,0,0,0,0,1,1,0,1.5,100,,,,7=14,10001|1,2,0,0,,0,,,,10|340|20,,,,,,Player_Knight|Player_Knight_XianFengZhuiJi|0|0|0,,,,,,,
1001702,2,先锋追击,骑士,10017,1,Player_Knight_XianFengZhuiJi,,PhysicalSkillCalc,1,,38000,40,0,0,0,1,1,38000,0,0,0,0,1,1,0,1.5,100,,,,7=16,10001|1,2,0,0,,0,,,,10|380|40,,,,,,Player_Knight|Player_Knight_XianFengZhuiJi|0|0|0,,,,,,,
1001703,3,先锋追击,骑士,10017,1,Player_Knight_XianFengZhuiJi,,PhysicalSkillCalc,1,,42000,60,0,0,0,1,1,42000,0,0,0,0,1,1,0,1.5,100,,,,7=18,10001|1,2,0,0,,0,,,,12|420|60,,,,,,Player_Knight|Player_Knight_XianFengZhuiJi|0|0|0,,,,,,,
1001704,4,先锋追击,骑士,10017,1,Player_Knight_XianFengZhuiJi,,PhysicalSkillCalc,1,,46000,80,0,0,0,1,1,46000,0,0,0,0,1,1,0,1.5,100,,,,7=20,10001|1,2,0,0,,0,,,,12|460|80,,,,,,Player_Knight|Player_Knight_XianFengZhuiJi|0|0|0,,,,,,,
1001705,5,先锋追击,骑士,10017,1,Player_Knight_XianFengZhuiJi,,PhysicalSkillCalc,1,,50000,100,0,0,0,1,1,50000,0,0,0,0,1,1,0,1.5,100,,,,7=22,10001|1,2,0,0,,0,,,,13|500|100,,,,,,Player_Knight|Player_Knight_XianFengZhuiJi|0|0|0,,,,,,,
