Id,Title,Desc,TypeTab,SystemPlace,SortID,ParentID,FatherID,HasSwitch,SystemAtlas,SystemIcon,Systembutton,FunctionOrder,NpcJudgeFunction,CanOpenFx,FunctionPreviewOpen,BaseLevel,JobLevel,TaskId,OpenCloseTime,ServerOpenTime,ServerDescLv,NoticeDescLv,NoticeDescTask,NoticeDescTask2,CanNotice,NoticeBaseLevel,NoticeTitleText1,NoticeTitleText2,NoticeTitleAtlas,NoticeTitleImg,NoticeTitlePhoto,NoticeAtlas,NoticePhoto,NoticeReward,IsOpen,ProfessionLimit,LoginDays,AchievementLevel,IsOpenInCrossServer,IsCrossOpen
16200,预注册活动,,,,,,,1,Icon01,UI_Icon_Zengsong.png,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,0,0
90002,协同大作战,仅日本开放,,,,,,1,,,,,,,,20,,,,,,,,,,,,,,,,,,,1,,,,1,0
16010,称号分享,称号分享,,,,,11407,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
11220,萌新礼包,首充付费礼包,1,1,13,,11220,1,IconMain,UI_Icon_Shouchong.png,,OpenSubscription,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
108161,喵喵丰收显示,喵喵丰收是否显示原价,2,,,,10816,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
108162,喵喵丰收日常刷新,喵喵丰收日常周一刷新,2,,,,10816,1,,,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,0
20000,宠物,宠物功能,1,4,2,,20000,1,IconMain,UI_Icon_Pokemen.png,,OpenPokemonEvent,,,30,40,,,,,,40,,,9,40,chongwu_prefunction_title1,chongwu_prefunction_title2,FunctionPreview,UI_Icon_Pokemen.png,UI_FunctionPreview_chongwu,,,,1,,,,1,0
20003,宠物喂养,宠物喂养功能,2,,,,20000,1,,,,OpenPokemonAttributeHandler,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20004,宠物资质培养,宠物资质培养功能,2,,,,20000,1,,,,OpenPokemonAptitudeHandler,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20005,宠物技能学习,宠物技能学习功能,2,,,,20000,1,,,,OpenPokemonSkillHandler,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20006,宠物装备,宠物装备功能,2,,,,20000,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20007,宠物装备强化,宠物装备强化功能,2,,,,20000,1,,,,OpenPokemonEquipHandler,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20008,宠物装备分解,宠物装备分解功能,2,,,,20000,1,,,,OpenPokemonEquipHandler,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20009,宠物交互功能,宠物交互功能,2,,,,20000,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20010,宠物分享功能,宠物分享功能,2,,,,20000,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20012,宠物杂货店,宠物杂货店,3,,,,20000,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|175,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20014,宠物之家,宠物之家,3,,,,20000,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|176,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15301,霍德尔梦境,宠物幻境,2|3,,,,15301,1,Icon01,UI_Icon_Jingjichang.png,,ShowPetDungeonMethod,,1,40,40,,,,,40,40,,,,40,,,,,,,,,1,,,,1,0
15302,退出梦境,宠物幻境出口,,,,,15301,1,,,,LeaveScene,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
15303,霍德尔的秘宝,宠物幻境商店,3,,,,15301,1,Icon01,UI_Icon_Shangdian.png,,PropertyShopEvent|173,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20011,宠物交互聊天功能,宠物交互聊天功能,2,,,,20009,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,0,,,,1,0
20013,宠物图鉴,宠物图鉴,2,,,114,114,1,HandbookIcon01,UI_HandbookIcon_Icon_10.png,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,1,0
20015,宠物排行榜,宠物排行榜,2,,,,119,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,1,,,,0,0
20016,宠物放生返还道具开关,如果打开，放生走返还道具逻辑；如果关闭，放生走输入YES逻辑（此逻辑S宠不可放生）,2,,,,20000,1,,,,,,,,40,,,,,,,,,,,,,,,,,,,0,,,,1,0
29900,卡片树功能抽奖,,,,,,29900,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29901,卡片树抽奖1,,,,,,29900,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29902,卡片树抽奖1对应小商店,,,,,,29901,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29903,卡片树抽奖2,,,,,,29900,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29904,卡片树抽奖2对应小商店,,,,,,29903,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29905,卡片树抽奖3,,,,,,29900,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
29906,卡片树抽奖3对应小商店,,,,,,29905,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
30000,周年回顾,周年庆周年回顾功能开关,1,2,5,,30000,1,IconMain,UI_Icon_1stAnniversaryKr.png,,OpenAnniversaryEvent,,,,30,,,,,,,,,,,,,,,,,,,0,,,,1,0
3600,城防部署,邪能入侵任务,3,,,,3602,1,Icon01,UI_Icon_Cangku.png,,FelInvasionRequestTask|1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3601,邪能调查,邪能入侵任务,3,,,,3602,1,Icon01,UI_Icon_Maoxian.png,,FelInvasionRequestTask|2,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
3602,邪能入侵,活动开启,3,,,,3602,1,Icon01,UI_Icon_Maoxian.png,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,0
143100,角色改名,角色可以通过消耗物品进行改名,2,,,,,1,Common2,UI_Common_btn_name.png,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,,0,0
1151,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,0
18100,累计在线领奖,累计在线领奖,2,,,,,1,,,,,,,,25,,,,,,,,,,,,,,,,,,,1,,,,1,0
1051,相册照片分享,相册照片分享,2,,,105,105,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,0,0
21000,热销,,1,2,14,,,1,IconMain,UI_Icon_limit.png,,OpenHotSale,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
21001,限时直购礼包,,2,,,,21000,1,,,,OpenHotSale|21001,,,,25,,,,,,,,,,,,,,,,,,,0,,,,0,0
9013,卡片觉醒,原卡片转化为特殊培养卡片ID,3,,,,9013,1,,,,OpenCardAwake,,,,30,,6009040,,,,,,,,,,,,,,,,,1,,,,0,0
9014,卡片进阶,卡片的升级与进化,1,4,7,,9014,1,IconMain,UI_Icon_CardEvolution.png,,OpenCardEvolution,,1,,30,,6009040,,,,,,,,,,,,,,,,,1,,,,0,0
9015,卡片放还,返还已经培养过的卡片,2,,,,9015,1,,,,,,,,30,,,,,,,,,,,,,,,,,,,1,,,,0,0
40011,万圣尖叫夜结束界面自动拍照功能,,2,,,4001,4001,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,0
11703,委托扫荡,,2,,,,,1,,,,,,,,16,,,,,,,,,,,,,,,,,,,1,,,,1,0
19920,祈愿积分兑换,祈愿积分兑换总ID,2,,,,199,1,Icon01,UI_Icon_Shangdian.png,,,,,,25,,,,,,,,,,,,,,,,,,,0,,,,1,0
