ID,TalkLanguage,AudioPath,TalkTime,Pos,Scale,IsDistinguishSex,LocalizationArea,Area
11542,奇诺一个人跑到梦罗克去干嘛呢？那边最近魔物肆虐呀！,,3,,,,,
11543,伊瓦尔的头部碎片我先藏起来，看看索德斯是不是真的骗我,,3,,,,,
11544,啊……谁来救救我，我快窒息了……这该死的魔物要把我撕裂了……,,5,0=-0.95=0,0.3,,,
11545,那里就是萨拉为我划开的时间裂隙，可以回到过去了,,3,,,,,
11546,好重的怨气！这里就是依思鲁德曾经的死刑场吗？亚克当年应该在这儿工作,,4,,,,,
11547,福金大人，我为您找到了这位负责的冒险者，他通过测试了,,4,,,,,
11548,嗯，下面去皇宫走廊东南方位的房间找王子的管家,,4,,,,,
11549,这密函似乎很重要，先去圣堂找索林吧！,,3,,,,,
11550,那是……刺客？！,,2.5,,,,,
11551,盗虫的汁液已经收集完毕，应该可以回去向索林交差了,,3,,,,,
11552,索林说的就在这附近，前面似乎有个昏倒的人……,,3,,,,,
11553,逝者安息……,,2.5,,,,,
11554,这个人只是晕过去了，希望我的清醒药剂对他能生效,,3,,,,,
11555,朋友，抱歉，似乎是我的诅咒又已经引来了魔物……,,3,,,,,
11556,他……还是没能挺过来,,2.5,,,,,
11557,在那边！天啊，真是惨剧……,,3,,,,,
11558,福金的推断没有错，这个坠落尖顶的材质的确是劣等材料,,4,,,,,
11559,还真是……连一点痕迹都无法在这盔甲上留下,,3,,,,,
11560,萨拉为我打开的时空裂隙入口就在那边！,,3,,,,,
11561,宝箱的确看不出有任何被撬动的迹象，看来宝石应该是在那一次展览期间被调包的,,5,,,,,
11562,我一直在咳血，我不要死在这屋子里！求求你们，把门打开，求求你们，求……,,5,0=-0.95=0,0.3,,,
11563,又出现了！这门被魔法守护着……我要去告诉萨拉,,3,,,,,
11564,好了好了！我投降，你抓到我了。只要别打我，我什么都招,,4,,,,,
11565,大街上出现尸体，这情况已经是我第二次在梦罗克碰到了,,4,,,,,
11566,她就是在前面的摊位那一块儿走丢的，唉……,,3,,,,,
11567,走到这儿脚印消失了，那么绑架犯应该就在附近,,3,,,,,
11568,小朋友，瞧过来，这儿有好玩的还有好吃的哟,,3,,,,,
11569,哈哈，终于找到你们了,event:/CV/Cutscene/CS_100029_01,3,,,,,26
11570,妈妈，他……他们是谁？！我们快跑吧,event:/CV/Cutscene/CS_100029_02,3,,,,,26
11571,别怕，卡努，我会保护你的,event:/CV/Cutscene/CS_100029_03,3,,,,,26
11572,兄弟们，上！把她俩包围起来！,event:/CV/Cutscene/CS_100029_04,3,,,,,26
11573,快跑呀！ ,event:/CV/Cutscene/CS_100029_05,3,,,,,26
11574,等一下，卡努！,event:/CV/Cutscene/CS_100029_06,3,,,,,26
11575,算了，没时间浪费了,event:/CV/Cutscene/CS_100029_07,3,,,,,26
11576,情况不对！快逃吧，这女人我们对付不了！,event:/CV/Cutscene/CS_100029_08,3,,,,,8
11577,你这骑士有点太不识相了！非逼我动手,event:/CV/Cutscene/CS_100030_01,3,,,,,8
11578,吃我一拳！,event:/CV/Cutscene/CS_100030_02,3,,,,,26
11579,好了，闹够了没有！,event:/CV/Cutscene/CS_100030_03,3,,,,,26
11580,在这儿你们都给我老实安分点！,event:/CV/Cutscene/CS_100030_04,3,,,,,8
11581,过往的记忆不会湮灭……请你通过灵魂低语向我诉说！,event:/CV/Cutscene/CS_100031,3,,,,,26
11582,我雇佣的潜水艇已经在柏伊亚岚岛准备妥当了，现在就过去吧,,4,,,,,
11583,潜水艇就在那边，准备好了咱们就一起下潜到深渊,,3,,,,,
11584,曾经帮助过的那位人鱼公主，相信她会对我们伸出援手的,,4,,,,,
11585,关于故国的回忆。我都记录在这份日记中了……,,3,,,,,
11586,海洋迷宫的地图碎片已经收集完毕了！回去找人鱼公主吧,,4,,,,,
11587,等等，你看前面，那里似乎是一片古战场？……去调查看看,,4,,,,,
11588,这是一些人类强盗的遗骸，底下还有人鱼的尸骨。莫非人鱼王国的覆灭和他们有关？,,5,,,,,
11589,等等，你们看，这一群人鱼士兵包围了我们！不要冲动，我看看能不能和它们沟通一番,,5,,,,,
11590,声音的源头似乎还在深渊王冠的更深处，我们循声赶过去,,4,,,,,
11591,声音就是从那破旧的石棺里发出来的，难道有人被关在里面？,,4,,,,,
11592,记住，只有收集到风灵矿石还有海洋之呜咽才能引出吉萨！,,4,,,,,
11593,波萨卡需要的材料都已经收集到了，问问他接下来要如何做,,4,,,,,
11594,吉萨擅长使用阴谋诡计，等下可千万不要听信他的一面之辞,,4,,,,,
11595,竟然事先布置了风灵阵法埋伏！人类果然都是阴险狡诈之徒,,4,,,,,
11596,我已败亡，但海洋之族将永世与你们人类为敌！,,4,,,,,
11597,将海神祭司之血泼洒到封印波萨卡的石棺之上，就能解开诅咒！,,4,,,,,
11598,我们被这个强盗给欺骗了！不过他虽然溜走了，但原地留下的石棺碎片上刻满了铭文……,,5,,,,,
11599,艾吉尔的圣所入口就在那里，波萨卡已经逃进去了，我们赶紧追上！,,4,,,,,
11600,这些鬼火太碍事了，只有先消灭它们才能继续调查,,4,,,,,
11601,巴雷蒙德的身躯……简直和之前不是一个人了,,3,,,,,
11602,我想你应该去看看巴雷蒙德，他身上的变化印证了手稿里的记载,,5,,,,,
11603,我可奉劝你不要因为私人之间的交情而耽误了重要的事！,,3,,,,,
11604,去消灭一些黑狐来获得布置法阵所需要的材料吧,,3,,,,,
11605,糟糕，被摩尔骗了，得赶紧找到他。不然黑白双子危险了！,,5,,,,,
11606,摩尔和蒲公英团果然没有返回地下酒吧……,,3,,,,,
11607,这里面传来一阵阵离奇诡异的声响，让人不寒而栗……,,4,,,,,
11608,霖他们在那边，看来已经先我一步到达了,,3,,,,,
11609,咦，这城堡里的墙壁上竟然还绘着这么诡谲的壁画……,,4,,,,,
11610,她和那些被腐化的市民一样，身上全是邪恶的气息，甚至更重！,,4,,,,,
11611,这一回仪式奏效了，圣痕在逐渐地褪去！,,3,,,,,
11612,不要慌张！我来晚了，咱们俩一起对付巴雷蒙德,,3,,,,,
11613,正好我可以换上他们的衣服混进这场仪式里面了,,3,,,,,
11614,看来咱们俩这么有默契呀，几乎同时到达斯芬克斯密穴,,3,,,,,
11615,那个小偷往城北的方向逃去了！,,3,,,,,
11616,好了，现在这批魔物来攻击我了！,,3,,,,,
11617,狸猫帮在北边的峡谷周边活动，你应该去那里找找它们！,,4,,,,,
11618,应该就是这里，狸猫帮的老巢。我得伪装一番再混进去……,,4,,,,,
11619,这应该就是吉芬最近丢失的矿石,,3,,,,,
11620,你瞧，戴上这个面具以后哥布灵就不会攻击你啦。但你可不要主动招惹他们……,,5,,,,,
11621,竟然有人类来到了这里，嘿嘿，我终于可以有说话的人了,,4,,,,,
11622,干柴就在那边，帮我个忙啦！完成这事儿后林朵拉就不用再驻守这鬼地方了,,5,,,,,
11623,他们还只是孩子啊，别太凶噢！,,3,,,,,
11624,气球就在那儿，你自己过去拿吧,,3,,,,,
11625,好饿呀，求求你带我们去厨房找点吃的东西吧……,,4,,,,,
11626,先消灭那堆恶心的赤苍蝇吧……,,3,,,,,
11627,这里就是教堂，果不出所料这里的封印已经被破坏了一部分,,4,,,,,
11628,你们小心点，我要准备启动仪式了,,3,,,,,
11629,嘶……阻止这场连接！愚者……,,3,,,,,
11630,这边有一封交给你的信，看起来很急，你先忙你自己的事吧,,4,,,,,
11631,糟糕，克莱尔的墓穴里空空如也！,,3,,,,,
11632,谢谢你们，陌生人，我终于解脱了,,3,,,,,
11633,先按照笔记里的记载收集素材吧,,3,,,,,
11634,就我所知，他们上次现身是在城西，去看看吧！,,2.5,,,,,
11635,嗨，神秘的古城旅行团火热报名中，你愿意来接受挑战吗？,,3,,,,,
11636,你是谁？别……别靠近我！天呐……救命！,,3,,,,,
11637,嘿，有你的信！有你的信！有你的信！,,3,,,,,
11638,几百年前，马车森林曾连接着一座古城，叫做——克雷斯特汉姆,event:/CV/Cutscene/CS_100042_01,3,,,,,26
11639,这座城，比现在的普隆德拉还要繁华许多……,event:/CV/Cutscene/CS_100042_02,3,,,,,26
11640,然而，古城被一场战争毁灭，这场战争造成了城中的能量异变,event:/CV/Cutscene/CS_100042_03,3,,,,,26
11641,这种能量也导致克雷斯特汉姆古城周围的魔物发生了异变,event:/CV/Cutscene/CS_100042_04,3,,,,,26
11642,有一位大圣贤将整座克雷斯特汉姆古城给封印了起来,event:/CV/Cutscene/CS_100042_05,3,,,,,26
11643,古城就此消失在世界上……,event:/CV/Cutscene/CS_100042_06,3,,,,,26
11644,但古城虽被封印，但它的神秘，引起了后世的学者的兴趣,event:/CV/Cutscene/CS_100042_07,3,,,,,26
11645,对古城的研究……从未停止,event:/CV/Cutscene/CS_100042_08,3,,,,,26
11646,尊贵的哥布灵之神啊，让您久等了！,event:/CV/Cutscene/CS_100052_01,3,,,,,8
11647,只要大家都从这人类的肉体上分食一口，就可以将您解放出来！,event:/CV/Cutscene/CS_100052_02,3,,,,,8
11648,啦啦啦啦啦啦，今天是迎接天神的日子！,event:/CV/Cutscene/CS_100052_03,3,,,,,8
11649,咱们一起先把着人类扛到水缸里煮了！,event:/CV/Cutscene/CS_100052_04,3,,,,,8
11650,这是什么情况？快来人啊！这帮蠢货竟然要吃掉我！,event:/CV/Cutscene/CS_100052_05,3,,,,,8
11651,青春女神伊登曾是阿斯加德万年花园的主人,event:/CV/Cutscene/CS_100065_01,3,,,,,26
11652,他掌管着让众神保持青春的“黄金苹果”,event:/CV/Cutscene/CS_100065_02,3,,,,,26
11653,然而诸神黄昏之时，众神陨落，“黄金苹果“遭到了破坏，,event:/CV/Cutscene/CS_100065_03,3,,,,,26
11654,万年花园的一些土壤和植物和部分苹果精粹遗落人间，不知所踪,event:/CV/Cutscene/CS_100065_04,3,,,,,26
11655,经古德拉斯研究发现，很久很久以前，在妙勒尼山脉深处还爆发战争,event:/CV/Cutscene/CS_100065_05,3,,,,,26
11656,种种迹象表明，这是一场为了争夺伊登的苹果的战争……,event:/CV/Cutscene/CS_100065_06,3,,,,,26
11657,现在他已经研究出了永葆青春的办法，看他现在的样子就是最好的证明。,event:/CV/Cutscene/CS_100065_07,3,,,,,26
11658,月光照进了金字塔内，照在了库尔石上,event:/CV/Cutscene/CS_100057_01,3,,,,,8
11659,奥利维亚开始施法，库尔石散发出一些柔和的光点朝着木乃伊模样的塞尔特飞去,event:/CV/Cutscene/CS_100057_02,3,,,,,8
11660,塞尔特脸上丑陋的印痕渐渐散去，恢复成了一个英俊贵族少年的模样,event:/CV/Cutscene/CS_100057_03,3,,,,,8
11661,他从陶醉的幻境中缓缓醒来，微笑着跟我们招手道别……,event:/CV/Cutscene/CS_100057_04,3,,,,,8
11662,夜里，月光穿过一颗晶莹剔透的宝石，宝石散发出柔和的光点,event:/CV/Cutscene/CS_100058_01,3,,,,,8
11663,光点落在法老王的身上，沉睡中的法老王面容渐渐变得平和安详,event:/CV/Cutscene/CS_100058_02,3,,,,,8
11664,法老王年事已高，开始大兴土木建造陵墓金字塔,event:/CV/Cutscene/CS_100058_03,3,,,,,8
11665,法老王去世，王后与宝石被一起埋入了金字塔中。,event:/CV/Cutscene/CS_100058_04,3,,,,,8
11666,同时还有许多贵族、少女与奴隶一起陪葬…,event:/CV/Cutscene/CS_100058_05,3,,,,,8
11667,原来艾力克是吉芬魔法师望族的继承人，但他不愿意学习魔法却要当吟游诗人,event:/CV/Cutscene/CS_100061_01,3,,,,,26
11668,为了躲避家族追捕两人逃到金字塔里过了很久,event:/CV/Cutscene/CS_100061_02,3,,,,,26
11669,《第一是爱》这首诗正是在金字塔内避难时期艾力克为阿依库所作的,event:/CV/Cutscene/CS_100061_03,3,,,,,26
11670,然而艾力克在进城买补给的时候还是被家族的人抓住了,event:/CV/Cutscene/CS_100061_04,3,,,,,26
11671,他被家族的人抽取了记忆带回了吉芬,event:/CV/Cutscene/CS_100061_05,3,,,,,26
11672,阿依库此刻想到了奇诺，希望他帮助自己前往吉芬找到艾力克,event:/CV/Cutscene/CS_100061_06,3,,,,,26
11673,奇诺表面上无比冷漠的拒绝了阿依库，但却暗地跟在她们的身后默默守护,event:/CV/Cutscene/CS_100061_07,3,,,,,26
11674,但在苏克拉特大沙漠里一场遮天蔽日的沙尘暴之后阿依库香消玉殒,event:/CV/Cutscene/CS_100061_08,3,,,,,26
11675,奇诺带着尤乐提返回梦罗克，为爱人搭起了一座墓碑，不再执念于感情了,event:/CV/Cutscene/CS_100061_09,3,,,,,26
11676,啊，为什么身体开始不听使唤，救我！,event:/CV/Cutscene/CS_100069_01,3,,,,,8
11677,啊！！……,event:/CV/Cutscene/CS_100069_02,3,,,,,8
11678,夏佐？你在做什么？！,event:/CV/Cutscene/CS_100069_03,3,,,,,8
11679,哈哈哈哈哈哈哈,event:/CV/Cutscene/CS_100069_04,3,,,,,8
11680,看南边，夏佐是被邪恶的南瓜先生用丝线操纵了！,event:/CV/Cutscene/CS_100069_05,3,,,,,8
11681,抱歉，我们来晚了！奥伦在哪里？,event:/CV/Cutscene/CS_100071_01,3,,,,,8
11682,看起来这边已经不需要战斗了呢……,event:/CV/Cutscene/CS_100071_02,3,,,,,8
11683,唉，为什么总是要等到事情已经摆平了骑士团才会赶到,event:/CV/Cutscene/CS_100071_03,3,,,1,,8
11684,当年，我与他是好战友、好朋友，我们一起约定，退伍后就要去环游世界,event:/CV/Cutscene/CS_100076_01,3,,,,,8
11685,不久，我们接到了任务，去清剿克特森林肆虐的犬妖。,event:/CV/Cutscene/CS_100076_02,3,,,,,8
11686,半路由于我出了些状况，晚到了一步战场,event:/CV/Cutscene/CS_100076_03,3,,,,,8
11687,而我到的时候，他正红着眼，拿着一块绿宝石狞笑着，剑指着自己朝夕相伴的战友！,event:/CV/Cutscene/CS_100076_04,3,,,,,8
11688,……我不敢相信，我的好朋友竟然为了一块绿宝石，做出了这种事。,event:/CV/Cutscene/CS_100076_05,3,,,,,8
11689,我杀了他……为了死在他剑下的兄弟，也为了祭奠我们逝去的友谊……,event:/CV/Cutscene/CS_100076_06,3,,,,,8
11690,这一次不能让你再度破坏我的计划了！,event:/CV/Cutscene/CS_100086_01,3,,,,,2
11691,艾力克，你的邪恶祭坛已经被摧毁了！,,3,,,1,,
11692,我还可以以我自己的身躯作为祭品！,event:/CV/Cutscene/CS_100086_03,3,,,,,2
11693, 吼……（畸变地龙的嘶吼声）,event:/CV/Cutscene/CS_100086_04,3,,,,,2
11694,经过漫长的仪式咏唱和歌舞之后,event:/CV/Cutscene/CS_100087_01,3,,,,,26
11695,随着一声铃响，一头发狂的九尾狐魔灵被召唤而出,event:/CV/Cutscene/CS_100087_02,3,,,,,26
11696,邪恶能量爆炸，苍迦城陷入了一片黑暗之中,event:/CV/Cutscene/CS_100087_03,3,,,,,26
11697,所有人都被这股邪恶能量污染，死后也不得安息,event:/CV/Cutscene/CS_100087_04,3,,,,,26
11698,苍迦城内浓烟滚滚，狂暴的九尾狐四处袭击人类,event:/CV/Cutscene/CS_100087_05,3,,,,,26
11699,城内的居民们大部分死于这场灾难之中...,event:/CV/Cutscene/CS_100087_06,3,,,,,26
11700,在邪能的侵蚀下，最终女人变成了僵尸，男人变成了妖道…,event:/CV/Cutscene/CS_100087_07,3,,,,,26
11701,在火光冲天的城市废墟之后，我发现了九尾狐的巢穴,event:/CV/Cutscene/CS_100087_08,3,,,,,26
11702,狂暴月夜猫突然化身为一只巨型九尾狐,event:/CV/Cutscene/CS_100088_01,3,,,1,,24
11703,我和西西尼亚被震荡到了洞窑的石壁上……,event:/CV/Cutscene/CS_100088_02,3,,,1,,24
11704,危急之际，另一头九尾狐出现，将其扑倒在地,event:/CV/Cutscene/CS_100088_03,3,,,1,,24
11705,我能感觉到它似乎是在保护我们,event:/CV/Cutscene/CS_100088_04,3,,,1,,24
11706,趁着两头野兽激战之际，我们两人逃离了这危险的巢穴,event:/CV/Cutscene/CS_100088_05,3,,,1,,24
11707,这里的人鱼士兵太多了！,,3,,,,,
11708,我们得想办法找到突破口！,,3,,,,,
11709,陌生的访客，向东边突围……,,3,,,,,
11710,什么声音？,,3,,,,,
11711,快看，那边有条小路，抓紧逃吧！,,3,,,,,
11712,福金在那边……没想到竟然来了这么多人！,,3,,,,,
11713,现在，你了解“印记刺客”们的过往历史了吗？,,3,,,,,
11714,使用这个卷轴打开通往魔神之塔的传送门！,,3,,,,,
11715,从魔法的泄漏点中会涌出大量的魔物！,,3,,,,,
11716,看那里！从地面上浮现出了一个奇怪的法力结界,,3,,,,,
11717,奇怪，似乎某个装置在维持着这道结界的运作……,,3,,,,,
11718,是这个魔法发生装置在维持着塔内的防御系统，关掉它吧,,3,,,,,
11719,露希尔！没想到竟然是你……镇守着这座魔神之塔,,3,,,,,
11720,跟着我来吧，如果你想看到真相的话,,3,,,,,
11721,这是我最爱的阿瑞斯的灵柩，在多年前，他死于和巨蛇的缠斗,,3,,,,,
11722,这一位，是我的老师达贡，和梦罗克的最终决战前他献出了自己的性命,,3,,,,,
11723,等等？那边还有一个人的身影……他是谁？,,3,,,,,
11724,抱歉，冒险者们，我肉体的力量已经衰弱到无法再影响这个世界了……,,3,0=-0.1=0,0.6,,,
11725,达纳托斯，请继续休息吧……,,3,,,,,
11726,看那边！那个叛逃的大臣似乎被这里的魔物围攻了！,,3,,,,,
11727,可别以为我会乖乖束手就擒！哎呦，我可要溜了！,,3,,,,,
11728,找到了，他躲在草丛里！,,3,,,,,
11729,这可不行，咱们得赶紧把他救醒……,,3,,,,,
11730,使用了吐真药剂，现在哈桑应该会说出实话了,,3,,,,,
11731,赶紧去港口的东北角看看，白女巫即将离开了！,,3,,,,,
11732,全是给梦罗克幼体准备的魔能饲料！等等，那个梦罗克商人逃跑了！,,3,,,,,
11733,再见了……露希尔,,3,,,,,
11734,第二处魔法泄漏点在下边儿！,,3,,,,,
11735,传统文化就是咱们斐扬的根！年轻人一个个都太不像话了！,,3,,,,,
11736,成寅的弓箭没有做手脚的痕迹……会不会是弄错了,,3,,,,,
11737,他们两个已经在那儿了，这里应该就是他们之前比赛射箭的地方,,3,,,,,
11738,是我赢了！这次该轮到我代表村子出战射艺大赛了……,,3,,,,,
11739,笼罩普隆德拉命运的阴影尚未散去，在城市……西南方！,,4,,,,,
11740,紧张又刺激！万圣节特色问答这里报名，究竟谁能拿走奖品呢？,,4,,,,,
11741,任务完成，我就悄悄离开，做个无名英雄吧......,,4,,,,,
11742,救命啊啊啊！！！打人啦啦啦！！！,,3,,,,,
11743,渺小的人类，居然敢对我的棋子下手？受死吧！,,3,,,,,
11744,我这还有个蝴蝶翅膀，就来送你一程吧。,,3,,,,,
11745,就是这个方向……,,3,,,,,
11746,赫特……,,3,,,,,
11747,等等我……赫特！,,3,,,,,
11748,等一下，前面很危险！,,3,,,,,
11749,你要……带我去哪里？,,3,,,,,
11750,柴火收集好了，大家来休整一下吧,,3,,,,,
11751,好久不见了,,3,,,,,
11752,大家快来看，这里有一把匕首！,,3,,,,,
11753,好痛苦……,,3,,,,,
11754,依诗柯不见了！,,3,,,,,
11755,在她遥望世界的时候，那渴望让她难以忍受♪~,,3,,,,,
11756,这把匕首……,,3,,,,,
11757,梅罗普索姆……你给了我一切，却又把它们全部收回……,,3,,,,,
11758,可是，梅罗普索姆又是谁……,,3,,,,,
11759,果然如此……,,3,,,,,
12000,冒险者们，请等一下!,,2.5,,,,,
12001,这里就是第二层了。,,2.5,,,,,
12002,这本不知道是不是阿图姆图书，上面的文字看不懂。拿去问问雷。,,4,,,,,
12003,年轻的冒者们，我们又见面了。,,3,,,,,
12004,冒险者们，还顺利吗？,,3,,,,,
12005,我们拿到记忆碎片了，现在去击败安毕斯的复制体吧。,,4,,,,,
12006,勇敢的冒险者，恭喜你们完成了考验。来，到我这里。,,4,,,,,
12007,我们到了，请稍等一下，我来召唤华丽棺椁。,,4,,,,,
12008,哎？怎么什么感觉都没有……那边的是……法老王？！,,3,,,,,
12009,走吧，我们上去吧。,,2.5,,,,,
12010,哎？有人出现了！,,2.5,,,,,
12011,东西到了，我要开始了。献祭灵魂虽然很疼，但不会持续太长时间。,,5,,,,,
12012,这酒家里哭声一片，或许是因为离人泪的原因。,,3,,,,,
12013,既然如此，就先去树林深处找一下酿酒师吧。,,5,,,,,
12014,不好，那两个人被巨象甲虫攻击了！,,3,,,,,
12015,这些晨露是花瓣凝结出来的，好闻极了。,,4,,,,,
12016,酿酒的时候一定要小心翼翼……嗯……酒香已经散发出来了。,,3,,,,,
12017,喝完这酒，想起了悲伤的事情，眼泪不自觉的就流出来了。,,4,,,,,
12018,总算是酿出来了！再晚一些可没法向老板娘交差了。,,4,,,,,
12019,你们看，酿酒师好像被奇怪的魔物包围了！,,4,,,,,
12020,快，我们去安全的地方！,,4,,,,,
12021,这些玫瑰清香无比，用来酿酒真是再合适不过了。,,4,,,,,
12022,要在蒸馏的过程中加入玫瑰花……,,4,,,,,
12023,亦如镜花水月，醉生梦死。朋友们，谢谢你们帮我放下执念，再见了。,,3,,,,,
12024,酿造好了，大家来品尝一下吧！,,3,,,,,
12025,这里应该安全了。,,3,,,,,
12026,这酒又香又甜好喝极了。心情都变好了。,,3,,,,,
12027,大功告成，请大家品尝一下。,,3,,,,,
12028,那个酿酒师在这里。,,3,,,,,
12029,这里就是我妻子埋葬的地方……,,3,,,,,
12030,离人泪酿造好了，你们过来尝一尝。,,3,,,,,
12031,货物在那里！不过有看守在那！,,3,,,,,
12032,应该就在附近了吧。,,3,,,,,
12033,这里有一股奇异的能量，应该就是诅咒之源了吧。,,3,,,,,
12034,冒险者你好大的胆子！,,3,,,,,
12035,发现入侵者！喵！,,3,,,,,
12036,那边有一对年轻男女，问问他们酿酒师在哪吧。,,3,,,,,
12037,没找到什么线索，去看看雷那边的情况吧。,,3,,,,,
12038,灰骑士在那边......他在给亡者哀悼吗？,,3,,,,,
12039,这里的一切虽已破败不堪，但每次回来都难免陷入回忆。,,3,,,,,
12040,修复成功了，咱们尝试把它打开吧。,,3,,,,,
12041,宝妮！你怎么会在这里？,,3,,,,,
12042,有飞鸽传书！看来哈因里西有消息了！,,3,,,,,
12043,使用时间回溯魔法，可以让物体回复原状,,4,,,,,
12044,愿骑士们的英灵得以安息......,,3,,,,,
12045,发现了一个奇怪的东西，带回去给哈因里西看看......,,3,,,,,
12046,发现真理之匣的螺丝了！,,3,,,,,
12047,发现真理之匣的齿轮了！,,3,,,,,
12048,发现真理之匣的外壳了！,,3,,,,,
12049,（计划实施成功，现在我去找一个偏僻的地方等待哈因里西的消息）,,3,,,,,
12050,我先引.....然后......失控.......爆炸......,,3,,,,,
12051,不行，我无法打开真理之匣。,,3,,,,,
12052,到达修道院了，我们去前面搜寻一下。,,3,,,,,
12053,启程！前往炼金术士工会！,,3,,,,,
12054,我们到了，去前面看看有没有什么线索吧。,,3,,,,,
12055,这里有生命体的痕迹，看样子是朝前面去了,,3,,,,,
12056,两只生命体？他们好像在互相争斗,,3,,,,,
12057,我用特殊方法与这只生命体沟通一下，看看它到底是什么来头,,5,,,,,
12058,唉！它…它竟然是…这怎么可能…,,3,,,,,
12059,那个疯狂的科学家就在这里！,,3,,,,,
12601,我的弟弟欧文不见了，我该怎么办啊,,3,,,,,
12305,冒险者等等，我有个忙需要你帮我,,3,,,,,
12306,这些绷带应该差不多了！,,3,,,,,
12307,果然放在常人无法到达的地方，看四周有没有小动物可以帮我,,4,,,,,
12308,别走，帮……帮帮我！,,3,0.1=0.3=0,,,,
12309,咦？一张设计图纸，上面写着“深海之心”，署名哈沃德,,5,,,,,
12310,是谁吵醒我睡觉！！！,,3,,,,,
12311,四时之诗……既然是诗，那问问城里的吟游诗人吧,,5,,,,,
12313,这里禁止人类通行！,,4,,,,,
12314,这尸体上有一个特殊的标识…,,5,,,,,
12315,咦！这里有好多尸体！,,4,,,,,
12316,糟糕！精灵族和莫吉托是要打开通往葛帔尼亚的通道,,6,,,,,
12317,这里的魔物清除的差不多了，跟我来，精灵首领就在前面！,,5,,,,,
12318,精灵首领在这里！你们有什么要说的赶快说吧,,4,,,,,
12319,草药制作完成了，你把它喂给昏迷的人吧！,,5,,,,,
12320,莫吉托和精灵凯兰居然在一起？！,,4,,,,,
12321,精灵首领在这！,,4,,,,,
12322,你们是谁！别过来！,,4,,,,,
12323,等等！精灵首领，我有很多的事情要问你,,5,,,,,
12324,糟糕，地面在震动，莫吉托在打开通道！我们快过去！,,5,,,,,
12325,……原来事情是这样，我知道了！,,5,,,,,
12326,少女之灵要祭祀的灵石，问问村长他有没有吧,,5,,,,,
12327,嗯……先去跟村长讨论一下吧,,5,,,,,
12328,看你们手生的样子，是来练习狩猎野猪的嘛,,5,,,,,
12329,这么多材料应该够了吧，回去找奶奶吧,,5,,,,,
12330,奶奶，我们把材料找到啦~,,5,,,,,
12331,好好……真是一对有活力的年轻人，过几日记得来拿花环啊,,5,,,,,
12332,礼服……吉芬不是有个时尚周刊宣传员！,,5,,,,,
12333,礼服做好了，快拿去给少女之灵看看吧！,,5,,,,,
12334,戒指……哎还是找村长问问吧,,5,,,,,
12335,昏迷的冒险者被海水带入到世界树下，这里生活着世代守护世界树的乌坦族,,5,,,,,
12336,热情善良 的乌坦族人将他救醒，可冒险者却再也无法找到离开的道路,,5,,,,,
12337,于是一条“神树内的宝藏”消息随着冒险者的通讯器传到了世界各地,,5,,,,,
12338,骑士、宝藏猎人、贤者、探险队……为了传说中的宝藏巨树前来,,5,,,,,
12339,日过一日，年轻的冒险者与乌坦族的神女产生情愫，乌坦族人将为他们举办盛大的婚礼,,5,,,,,
12340,然而乌坦族之外，越来越多的船只悄悄靠近了这棵巨大的树木，一场掠夺正在悄无声息的展开,,5,,,,,
12341,里面是花与歌，外面是血与火,,5,,,,,
12342,试图想挽回一切的神女动用了禁术，无数的财宝从神树中出现,,5,,,,,
12343,神女的灵力因此消散，冒险者也被当做叛徒驱逐出峡谷,,5,,,,,
12344,冒险者试图写信联系少女，却没有等到回音，最终在克魔岛惶惶而终,,5,,,,,
12345,数年后，乌坦族萨满将扣下的信件还给了神女，信件之中还有一个代表承诺的指环,,5,,,,,
12346,但此时神女去克魔岛再也找不见冒险者的身影……,,5,,,,,
12347,唔……这样做不太行，我想到了一个其他方法,,5,,,,,
12348,有一枚天使之卵的碎片，离这里不远，你先去这里吧,,5,,,,,
12349,沙利尔说的地方应该就是这里了，果然有很多魔物……,,5,,,,,
12350,看起来这个约翰像是本地人……不如问问他古城的事情吧,,5,,,,,
12351,救……救命……冒险者，我需要帮助！,,5,,,,,
12352,这个就是约翰说的古城纪念碑吗……过去看看吧,,5,,,,,
12353,这应该就是沙利尔说的天使之卵碎片了，快回去给她看看,,5,,,,,
12354,我好像想起来些什么了……,,5,,,,,
12355,那是哈因理西？他对面又是什么人,,5,,,,,
12356,是宝妮的信，应该有什么新消息吧,,5,,,,,
12357,我记得一楼某个地方有本书，里面有古城的地图，这对我们非常重要，你去那里看看！,,5,,,,,
12358,王宫禁地，擅入者死！,,5,,,,,
12359,古城事记…耳边的神秘的喊话……回去问问哈因理西！,,5,,,,,
12360,堕落的白骑士将遭到报应,,5,,,,,
12361,十字火焰下的枯骨难以安息,,5,,,,,
12362,不要再深入，这是最后的忠告,,5,,,,,
12363,应该就是这里藏着猩红王冠…,,5,,,,,
12364,看来黑夜王冠已经不在这里了，去下一处标记点看看,,5,,,,,
12365,这附近并没有猩红王冠那种能量波动……还是回去问问哈因理西吧,,5,,,,,
12366,我现在施展术法，激活这枚王冠,,5,,,,,
12367,为何这样执迷不悟！,,5,,,,,
12368,为什么！我们驻守在这里，但是连神都不愿庇护我们！,,5,,,,,
12369,赤骑士逃走的这个方向，还残留着些许能量波动……,,5,,,,,
12370,小心！！,,5,,,,,
12371,就是这里了，我们平常活动的地方,,5,,,,,
