ID,Level,NormalAttribute,EliteAttribute,BossAttribute,MVPAttribute,Function
1295,95,140099=737,466997=993,2724154=4807,2724154=4915,2
1296,96,141500=751,471667=1003,2751396=4855,2745852=5010,2
1297,97,143134=768,477113=1025,2783161=4903,2783161=5126,2
1298,98,144565=780,481884=1041,2810992=4952,2801285=5205,2
1299,99,158111=793,527039=1057,3074399=5287,3074399=5287,2
1300,100,203289=884,677635=1178,11858645=5893,11858645=5893,2
1301,101,257075=986,856923=1315,14996187=6576,14996187=6576,2
1302,102,324891=1099,1082972=1465,18952048=7331,18952048=7331,2
1303,103,411037=1226,1370132=1635,23977338=8178,23977338=8178,2
1304,104,520836=1407,1736134=1876,30382400=9386,30382400=9386,2
1305,105,656557=1567,2188531=2088,38299362=10448,38299362=10448,2
1306,106,827117=1744,2757070=2324,48248850=11629,48248850=11629,2
1307,107,1039724=1942,3465760=2587,60650904=12945,60650904=12945,2
1308,108,1307541=2162,4358480=2881,76273556=14409,76273556=14409,2
1309,109,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1310,110,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1311,111,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1312,112,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1313,113,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1314,114,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1315,115,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1316,116,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1317,117,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1318,118,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1319,119,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1320,120,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1321,121,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1322,122,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1323,123,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1324,124,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1325,125,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1326,126,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1327,127,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1328,128,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1329,129,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1330,130,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1331,131,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1332,132,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1333,133,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1334,134,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1335,135,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1336,136,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1337,137,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1338,138,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1339,139,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1340,140,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1341,141,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1342,142,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1343,143,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1344,144,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1345,145,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1346,146,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1347,147,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1348,148,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1349,149,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1350,150,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1351,151,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1352,152,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1353,153,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1354,154,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1355,155,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1356,156,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1357,157,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1358,158,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1359,159,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1360,160,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1361,161,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1362,162,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1363,163,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1364,164,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1365,165,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1366,166,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1367,167,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1368,168,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1369,169,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1370,170,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1371,171,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1372,172,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1373,173,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1374,174,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1375,175,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1376,176,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1377,177,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1378,178,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1379,179,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1380,180,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1381,181,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1382,182,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1383,183,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1384,184,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1385,185,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1386,186,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1387,187,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1388,188,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1389,189,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1390,190,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1391,191,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1392,192,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1393,193,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1394,194,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1395,195,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1396,196,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1397,197,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1398,198,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1399,199,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1400,200,1726278=2422,5754281=3229,100700128=16151,100700128=16151,2
1401,1,198=1,792=4,3012=8,3012=8,8
1402,2,348=2,1393=6,5294=12,5294=12,8
1403,3,618=2,2474=7,9402=14,9402=14,8
1404,4,672=3,2690=8,10225=16,10225=16,8
1405,5,943=3,3772=9,14334=18,14334=18,8
1406,6,1213=3,4853=10,18442=20,18442=20,8
1407,7,1363=4,5453=11,20725=22,20725=22,8
1408,8,1633=4,6535=12,24833=24,24833=24,8
1409,9,1783=5,7135=13,27116=26,27116=26,8
1410,10,2586=6,10346=18,39316=36,39316=36,8
1411,11,4673=7,18694=19,71039=38,71039=38,8
1412,12,5024=7,20096=20,76365=41,76365=41,8
1413,13,5325=8,21301=21,80944=43,80944=43,8
1414,14,5552=8,22209=22,84397=45,84397=45,8
1415,15,6773=9,27095=24,102963=48,102963=48,8
1416,16,7177=9,28708=25,109092=51,109092=51,8
1417,17,7434=10,29738=26,113005=53,113005=53,8
1418,18,7772=10,31091=28,118146=56,118146=56,8
1419,19,8027=11,32110=29,122021=59,122021=59,8
1420,20,8413=11,33653=30,127883=61,127883=61,8
1421,21,8771=12,35084=32,133320=64,133320=64,8
1422,22,9070=12,36282=33,137874=67,137874=67,8
1423,23,9284=13,37137=35,141121=70,141121=70,8
1424,24,9579=13,38318=36,145610=73,145610=73,8
1425,25,10201=14,40807=38,155066=76,155066=76,8
1426,26,10580=14,42320=39,160819=79,160819=79,8
1427,27,10841=15,43367=41,164797=82,164797=82,8
1428,28,11109=16,44439=42,168871=85,168871=85,8
1429,29,11257=16,45029=44,171112=88,171112=88,8
1430,30,13598=22,54392=61,206692=122,206692=122,8
1431,31,13909=23,55638=62,211424=125,211424=125,8
1432,32,14115=24,56462=64,214558=129,214558=129,8
1433,33,14499=24,57996=66,220386=132,220386=132,8
1434,34,14708=25,58834=67,223569=135,223569=135,8
1435,35,15771=26,63086=69,239728=139,239728=139,8
1436,36,15983=26,63934=71,242949=142,242949=142,8
1437,37,16398=27,65594=73,249260=146,249260=146,8
1438,38,16612=28,66450=74,252510=149,252510=149,8
1439,39,16827=28,67308=76,255773=153,255773=153,8
1440,40,25166=44,100667=118,382535=236,382535=236,8
1441,41,25742=45,102969=120,391284=241,391284=241,8
1442,42,26577=46,106311=123,403984=247,403984=247,8
1443,43,27212=47,108848=126,413623=253,413623=253,8
1444,44,27833=48,111332=129,423063=259,423063=259,8
1445,45,29569=50,118278=134,449458=269,449458=269,8
1446,46,30374=52,121496=139,461687=279,461687=279,8
1447,47,31102=53,124409=143,472755=286,472755=286,8
1448,48,32334=54,129337=146,491483=292,491483=292,8
1449,49,33006=56,132027=149,501702=298,501702=298,8
1450,50,39402=59,157611=158,598923=316,598923=316,8
1451,51,40489=60,161956=161,615434=323,615434=323,8
1452,52,40687=62,162750=165,618452=330,618452=330,8
1453,53,40854=63,163419=169,620993=338,620993=338,8
1454,54,41370=64,165480=172,628826=345,628826=345,8
1455,55,44112=72,176448=194,670503=388,670503=388,8
1456,56,44445=74,177782=198,675572=396,675572=396,8
1457,57,45109=75,180439=202,685671=404,685671=404,8
1458,58,45576=77,182307=206,692767=412,692767=412,8
1459,59,45799=78,183198=210,696154=421,696154=421,8
1460,60,66124=82,264498=221,1005094=442,1005094=442,8
1461,61,65159=82,260639=220,990431=441,990431=441,8
1462,62,65628=88,262513=235,997553=470,997553=470,8
1463,63,66112=95,264451=254,1004915=509,1004915=509,8
1464,64,66551=97,266204=259,1011578=518,1011578=518,8
1465,65,70147=104,280590=277,1066242=554,1066242=554,8
1466,66,70860=106,283442=282,1077080=565,1077080=565,8
1467,67,72077=110,288310=293,1095578=587,1095578=587,8
1468,68,72736=112,290944=299,1105589=599,1105589=599,8
1469,69,74321=114,297286=305,1129686=610,1129686=610,8
1470,70,79097=144,316390=384,1202285=768,1202285=768,8
1471,71,80534=146,322138=391,1224127=782,1224127=782,8
1472,72,84428=149,337712=399,1283307=798,1283307=798,8
1473,73,87607=152,350429=407,1331631=815,1331631=815,8
1474,74,100593=155,402374=415,1529021=830,1529021=830,8
1475,75,109325=187,437303=499,1661753=998,1661753=998,8
1476,76,113743=199,454974=531,1728902=1062,1728902=1062,8
1477,77,121901=202,487606=539,1852904=1079,1852904=1079,8
1478,78,122965=205,491860=548,1869069=1097,1869069=1097,8
1479,79,124605=209,498421=557,1894000=1115,1894000=1115,8
1480,80,156831=228,627325=609,2383837=1218,2383837=1218,8
1481,81,157896=232,631585=618,2400024=1237,2400024=1237,8
1482,82,162072=235,648288=628,2463495=1257,2463495=1257,8
1483,83,163438=239,653754=639,2484265=1278,2484265=1278,8
1484,84,175897=243,703588=649,2673635=1298,2673635=1298,8
1485,85,179094=254,716379=679,2722242=1358,2722242=1358,8
1486,86,180363=261,721453=697,2741523=1394,2741523=1394,8
1487,87,182373=265,729492=708,2772071=1417,2772071=1417,8
1488,88,187246=269,748985=719,2846146=1438,2846146=1438,8
1489,89,189306=273,757227=730,2877464=1461,2877464=1461,8
1490,90,203513=280,814053=747,3093403=1494,3093403=1494,8
1491,91,205358=284,821433=758,3121448=1516,3121448=1516,8
1492,92,207482=288,829931=770,3153740=1540,3153740=1540,8
1493,93,220601=293,882404=781,3353135=1563,3353135=1563,8
1494,94,222535=300,890142=802,3382543=1605,3382543=1605,8
1495,95,226736=311,906947=830,3446400=1660,3446400=1660,8
1496,96,228551=315,914207=841,3473989=1683,3473989=1683,8
1497,97,231672=327,926688=872,3521417=1744,3521417=1744,8
1498,98,233188=331,932753=884,3544464=1769,3544464=1769,8
1499,99,252940=336,1011762=897,3844696=1795,3844696=1795,8
1500,100,330549=461,1322198=1229,5024356=2458,5024356=2458,8
1501,101,338076=467,1352305=1246,5138760=2493,5138760=2493,8
1502,102,340720=474,1362882=1264,5178954=2529,5178954=2529,8
1503,103,343161=480,1372646=1282,5216057=2564,5216057=2564,8
1504,104,345978=487,1383915=1301,5258877=2602,5258877=2602,8
1505,105,350516=508,1402065=1355,5327850=2710,5327850=2710,8
1506,106,352240=514,1408960=1372,5354049=2744,5354049=2744,8
1507,107,353666=520,1414665=1389,5375730=2778,5375730=2778,8
1508,108,354345=527,1417381=1406,5386049=2812,5386049=2812,8
1509,109,355201=533,1420807=1423,5399068=2847,5399068=2847,8
1510,110,373188=544,1492754=1450,5672465=2901,5672465=2901,8
1511,111,374041=550,1496167=1468,5685435=2936,5685435=2936,8
1512,112,374817=557,1499270=1486,5697228=2972,5697228=2972,8
1513,113,375571=564,1502284=1504,5708681=3008,5708681=3008,8
1514,114,376499=570,1505999=1522,5722796=3044,5722796=3044,8
1515,115,378363=589,1513454=1572,5751125=3144,5751125=3144,8
1516,116,378567=596,1514269=1589,5754223=3179,5754223=3179,8
1517,117,378771=602,1515084=1607,5757321=3214,5757321=3214,8
1518,118,378936=609,1515744=1624,5759828=3249,5759828=3249,8
1519,119,379139=615,1516559=1642,5762926=3284,5762926=3284,8
1520,120,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1521,121,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1522,122,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1523,123,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1524,124,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1525,125,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1526,126,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1527,127,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1528,128,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1529,129,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1530,130,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1531,131,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1532,132,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1533,133,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1534,134,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1535,135,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1536,136,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1537,137,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1538,138,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1539,139,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1540,140,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1541,141,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1542,142,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1543,143,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1544,144,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1545,145,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1546,146,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1547,147,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1548,148,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1549,149,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1550,150,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1551,151,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1552,152,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1553,153,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1554,154,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1555,155,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1556,156,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1557,157,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1558,158,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1559,159,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1560,160,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1561,161,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1562,162,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1563,163,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1564,164,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1565,165,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1566,166,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1567,167,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1568,168,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1569,169,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1570,170,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1571,171,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1572,172,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1573,173,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1574,174,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1575,175,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1576,176,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1577,177,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1578,178,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1579,179,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1580,180,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1581,181,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1582,182,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1583,183,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1584,184,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1585,185,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1586,186,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1587,187,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1588,188,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1589,189,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1590,190,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1591,191,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1592,192,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1593,193,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1594,194,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1595,195,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1596,196,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1597,197,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1598,198,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1599,199,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1600,200,381761=625,1527047=1666,5802780=3333,5802780=3333,8
1601,1,74=5,371=5,618=13,618=13,101
1602,2,130=6,652=6,1087=18,1087=18,101
1603,3,231=7,1159=7,1931=20,1931=20,101
1604,4,252=8,1260=8,2100=22,2100=22,101
1605,5,353=9,1766=9,2944=24,2944=24,101
1606,6,454=10,2273=10,3789=27,3789=27,101
1607,7,510=11,2554=11,4257=29,4257=29,101
1608,8,612=12,3061=12,5102=32,5102=32,101
1609,9,668=13,3342=13,5570=35,5570=35,101
1610,10,1311=19,6559=19,10933=51,10933=51,101
1611,11,2108=20,10544=20,17574=54,17574=54,101
1612,12,2241=22,11206=22,18677=58,18677=58,101
1613,13,2355=23,11777=23,19628=62,19628=62,101
1614,14,2440=24,12204=24,20341=65,20341=65,101
1615,15,2990=25,14952=25,24921=68,24921=68,101
1616,16,3129=27,15648=27,26081=73,26081=73,101
1617,17,3223=29,16115=29,26859=78,26859=78,101
1618,18,3349=30,16746=30,27911=82,27911=82,101
1619,19,3443=32,17219=32,28699=85,28699=85,101
1620,20,3588=33,17942=33,29903=90,29903=90,101
1621,21,3740=35,18702=35,31170=94,31170=94,101
1622,22,3859=37,19297=37,32162=99,32162=99,101
1623,23,3951=38,19756=38,32928=103,32928=103,101
1624,24,4071=40,20356=40,33927=108,33927=108,101
1625,25,4338=42,21694=42,36157=113,36157=113,101
1626,26,4487=44,22435=44,37392=117,37392=117,101
1627,27,4593=46,22965=46,38275=123,38275=123,101
1628,28,4699=48,23497=48,39162=128,39162=128,101
1629,29,4763=49,23817=49,39695=133,39695=133,101
1630,30,5824=66,29123=66,48539=178,48539=178,101
1631,31,5892=69,29462=69,49104=184,49104=184,101
1632,32,5971=71,29859=71,49766=190,49766=190,101
1633,33,6120=73,30603=73,51006=196,51006=196,101
1634,34,6201=76,31008=76,51680=202,51680=202,101
1635,35,7416=77,37080=77,61800=207,61800=207,101
1636,36,7499=80,37498=80,62497=215,62497=215,101
1637,37,7660=83,38302=83,63837=223,63837=223,101
1638,38,8309=87,41549=87,69249=232,69249=232,101
1639,39,8395=90,41978=90,69964=241,69964=241,101
1640,40,11523=124,57618=124,96030=331,96030=331,101
1641,41,12661=127,63305=127,105508=341,105508=341,101
1642,42,13066=131,65330=131,108884=350,108884=350,101
1643,43,13395=135,66979=135,111632=360,111632=360,101
1644,44,13713=138,68567=138,114278=370,114278=370,101
1645,45,14874=146,74371=146,123953=390,123953=390,101
1646,46,15295=151,76476=151,127461=405,127461=405,101
1647,47,15682=156,78414=156,130691=417,130691=417,101
1648,48,16422=161,82110=161,136850=431,136850=431,101
1649,49,16794=166,83970=166,139951=444,139951=444,101
1650,50,19208=191,96043=191,160072=509,160072=509,101
1651,51,19834=196,99173=196,165288=525,165288=525,101
1652,52,19990=202,99954=202,166590=541,166590=541,101
1653,53,20068=208,100344=208,167241=557,167241=557,101
1654,54,20298=215,101490=215,169151=573,169151=573,101
1655,55,28751=224,143758=224,239596=599,239596=599,101
1656,56,28934=231,144672=231,241120=616,241120=616,101
1657,57,29184=247,145923=247,243206=659,243206=659,101
1658,58,29427=262,147136=262,245227=699,245227=699,101
1659,59,29544=267,147721=267,246203=714,246203=714,101
1660,60,32373=276,161867=276,269779=737,269779=737,101
1661,61,32636=283,163181=283,271969=756,271969=756,101
1662,62,32846=290,164230=290,273716=775,273716=775,101
1663,63,33065=302,165327=302,275546=807,275546=807,101
1664,64,33332=308,166661=308,277768=823,277768=823,101
1665,65,34954=328,174773=328,291288=875,291288=875,101
1666,66,35332=335,176664=335,294440=894,294440=894,101
1667,67,38687=347,193438=347,322397=927,322397=927,101
1668,68,39071=355,195356=355,325593=947,325593=947,101
1669,69,39483=365,197417=365,329029=974,329029=974,101
1670,70,55328=498,276643=498,461072=1330,461072=1330,101
1671,71,57620=509,288102=509,480170=1358,480170=1358,101
1672,72,68201=520,341005=520,568343=1388,568343=1388,101
1673,73,71034=564,355172=564,591953=1506,591953=1506,101
1674,74,72643=576,363215=576,605359=1537,605359=1537,101
1675,75,76121=591,380608=591,634347=1577,634347=1577,101
1676,76,79414=608,397072=608,661787=1623,661787=1623,101
1677,77,80693=621,403466=621,672444=1656,672444=1656,101
1678,78,81548=636,407744=636,679573=1697,679573=1697,101
1679,79,82553=652,412766=652,687943=1739,687943=1739,101
1680,80,93631=698,468159=698,780265=1862,780265=1862,101
1681,81,94471=721,472357=721,787262=1923,787262=1923,101
1682,82,100314=757,501572=757,835953=2020,835953=2020,101
1683,83,101105=798,505527=798,842545=2130,842545=2130,101
1684,84,103305=820,516526=820,860878=2188,860878=2188,101
1685,85,113156=850,565781=850,942969=2268,942969=2268,101
1686,86,114320=873,571600=873,952667=2328,952667=2328,101
1687,87,116298=896,581491=896,969152=2391,969152=2391,101
1688,88,119141=920,595708=920,992847=2453,992847=2453,101
1689,89,120795=944,603979=944,1006632=2518,1006632=2518,101
1690,90,130293=979,651465=979,1085776=2611,1085776=2611,101
1691,91,132002=1004,660011=1004,1100019=2679,1100019=2679,101
1692,92,139518=1039,697590=1039,1162651=2771,1162651=2771,101
1693,93,141543=1076,707715=1076,1179526=2871,1179526=2871,101
1694,94,143477=1104,717388=1104,1195647=2944,1195647=2944,101
1695,95,147102=1141,735514=1141,1225857=3045,1225857=3045,101
1696,96,148637=1169,743185=1169,1238642=3118,1238642=3118,101
1697,97,150678=1215,753394=1215,1255657=3242,1255657=3242,101
1698,98,162094=1244,810473=1244,1350789=3318,1350789=3318,101
1699,99,164451=1274,822255=1274,1370425=3398,1370425=3398,101
1700,100,174696=1728,873482=1728,1455803=4609,1455803=4609,101
1701,101,177056=1770,885282=1770,1475470=4721,1475470=4721,101
1702,102,179600=1783,898005=1783,1496675=4757,1496675=4757,101
1703,103,182001=1796,910011=1796,1516685=4791,1516685=4791,101
1704,104,184574=1810,922872=1810,1538119=4830,1538119=4830,101
1705,105,192569=1828,962847=1828,1604745=4876,1604745=4876,101
1706,106,194878=1836,974392=1836,1623987=4898,1623987=4898,101
1707,107,197200=1843,986006=1843,1643343=4917,1643343=4917,101
1708,108,199551=1846,997757=1846,1662928=4925,1662928=4925,101
1709,109,201915=1850,1009577=1850,1682628=4935,1682628=4935,101
1710,110,205751=1946,1028760=1946,1714599=5191,1714599=5191,101
1711,111,208156=1950,1040786=1950,1734643=5201,1734643=5201,101
1712,112,210561=1953,1052812=1953,1754686=5210,1754686=5210,101
1713,113,212994=1956,1064975=1956,1774958=5219,1774958=5219,101
1714,114,215454=1961,1077276=1961,1795460=5231,1795460=5231,101
1715,115,222823=1966,1114120=1966,1856866=5244,1856866=5244,101
1716,116,225173=1966,1125871=1966,1876451=5245,1876451=5245,101
1717,117,227537=1967,1137691=1967,1896151=5246,1896151=5246,101
1718,118,229915=1967,1149579=1967,1915966=5247,1915966=5247,101
1719,119,232320=1967,1161605=1967,1936009=5248,1936009=5248,101
1720,120,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1721,121,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1722,122,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1723,123,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1724,124,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1725,125,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1726,126,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1727,127,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1728,128,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1729,129,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1730,130,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1731,131,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1732,132,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1733,133,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1734,134,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1735,135,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1736,136,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1737,137,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1738,138,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1739,139,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
1740,140,235721=1976,1178609=1976,1964348=5272,1964348=5272,101
