ID,CardName,CardTexture,CardColor,CardAttributes,CanUsePosition,RecommendSchool,IsShowInHandBook,ResolveAmount,ExpendZeny,CardLevelType,SortId,CardCollectAttr,TakeoutConsume,SyntheticConsume,LocalizationArea,AwakeningCardID,AwakeningConsume,StarConsume,StarAddAttr
40500160,时空：绿饼人卡片,MonsterCard/UI_MonsterCard_lvbingren.jpg,2,0=48=300|0=219=500,5,,0,0,0,,,,,,,,,,
40600050,时空：冰波利卡片,MonsterCard/UI_MonsterCard_Bingboli.jpg,2,0=175=300,6,,0,0,0,,,,,,,,,,
40400250,时空：朽魔卡片,MonsterCard/UI_MonsterCard_xiumo.jpg,2,1=510029151=0,4,,0,0,0,,,,,,,,,,
40600380,时空：裘卡卡片,MonsterCard/UI_MonsterCard_qiuka.jpg,2,0=173=300,6,,0,0,0,,,,,,,,,,
40100750,时空：邪灵魔导士卡片,MonsterCard/UI_MonsterCard_xielingmodao.jpg,3,1=510029454=0,1,,0,0,0,,,,,,,,,,
40500180,时空：时间守护者卡片,MonsterCard/UI_MonsterCard_timeshouhuzhe.jpg,2,0=48=300|1=510029555=0,5,,0,0,0,,,,,,,,,,
40100760,时空：大古钟卡片,MonsterCard/UI_MonsterCard_dabenzhong.jpg,2,0=204=1000,1,,0,0,0,,,,,,,,,,
40500190,时空：受到诅咒的箱子卡片,MonsterCard/UI_MonsterCard_shoudaozuzhou.jpg,2,0=48=400|0=91=400,5,,0,0,0,,,,,,,,,,
40100780,时空：猪笼草卡片,MonsterCard/UI_MonsterCard_zhulongcao.jpg,2,0=205=1000,1,,0,0,0,,,,,,,,,,
40300350,时空：邪恶向日葵卡片,MonsterCard/UI_MonsterCard_xieexiangrikui.jpg,2,0=216=500|0=214=500,3,,0,0,0,,,,,,,,,,
40700230,时空：狂暴蜂兵卡片,MonsterCard/UI_MonsterCard_kuangbaofengbing.jpg,2,0=182=1000|0=22=2,7,,0,0,0,,,,,,,,,,
40100820,时空：卡拉蟹卡片,MonsterCard/UI_MonsterCard_KaLaXie.jpg,2,0=90=500,1,,0,0,0,,,,,,,,,,
40100830,时空：贝壳魔灵卡片,MonsterCard/UI_MonsterCard_BeiKeMoLing.jpg,3,0=37=1000|0=16=5,1,,0,0,0,,,,,,,,,,
40100840,时空：海星卡片,MonsterCard/UI_MonsterCard_HaiXing.jpg,2,0=193=1000,1,,0,0,0,,,,,,,,,,
40100850,时空：流氓卡片,MonsterCard/UI_MonsterCard_LiuMangTouTou.jpg,2,0=59=700|1=510031070=0,1,,0,0,0,,,,,,,,,,
40100860,时空：奈利虫卡片,MonsterCard/UI_MonsterCard_NaiLiChong.jpg,3,0=65=1200,1,,0,0,0,,,,,,,,,,
40100870,时空：流氓头目卡片,MonsterCard/UI_MonsterCard_LiuMangTouTou.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40100880,时空：半龙人卡片,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030868=0,1,,0,0,0,,,,,,,,,,
40200240,时空：米杜沙卡片,MonsterCard/UI_MonsterCard_MiDuSha.jpg,2,0=48=500|0=214=1000,2,,0,0,0,,,,,,,,,,
40300380,时空：钟乳巨石怪卡片,MonsterCard/UI_MonsterCard_ZhongRuJuShi.jpg,2,0=264=2000|0=48=400,3,,0,0,0,,,,,,,,,,
40300390,时空：塔奥群卡卡片,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-4000|0=42=-4000,3,,0,0,0,,,,,,,,,,
40300400,时空：米杜沙女王卡片,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=267=10000|0=214=1000|0=48=300,3,,0,0,0,,,,,,,,,,
40500200,时空：奈吉鸟卡片,MonsterCard/UI_MonsterCard_NaiJiNiao.jpg,2,0=18=2|0=57=5,5,,0,0,0,,,,,,,,,,
40500210,时空：邪恶摩艾卡片,MonsterCard/UI_MonsterCard_XieEMoAi.jpg,2,0=68=400,5,,0,0,0,,,,,,,,,,
40400270,时空：鳄鱼人卡片,MonsterCard/UI_MonsterCard_EYuRen.jpg,2,0=256=700,4,,0,0,0,,,,,,,,,,
40600400,时空：绿变色龙卡片,MonsterCard/UI_MonsterCard_LvBianSeLong.jpg,2,0=176=300,6,,0,0,0,,,,,,,,,,
40700250,时空：愤怒钟乳巨石怪卡片,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40300071,天使波利卡片（15天）,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,0=48=500|1=510014506=0,3,,0,0,0,,,,,,,,,,
40200021,黄金虫卡片（15天）,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=1000|0=68=4000,2,,0,0,0,,,,,,,,,,
40700121,兽人英雄卡片（15天）,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,0=22=8|1=510019556=0,7,,0,0,0,,,,,,,,,,
40400031,恶魔波利卡片（15天）,MonsterCard/UI_MonsterCard_Emoboli.jpg,4,0=186=3000|1=510017233=0,4,,0,0,0,,,,,,,,,,
40300191,兽人酋长卡片（15天）,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510018647=0,3,,0,0,0,,,,,,,,,,
40200041,蚁后卡片（15天）,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510017637=0,2,,0,0,0,,,,,,,,,,
40100171,哥布灵首领卡片（15天）,MonsterCard/UI_MonsterCard_Gebulinshouling.jpg,4,1=510015213=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40700071,蜂后卡片（15天）,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=800|1=510022586=0,7,,0,0,0,,,,,,,,,,
40100111,海盗之王卡片（15天）,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0|1=510025414=0,1,,0,0,0,,,,,,,,,,
40600191,俄塞里斯卡片（15天）,MonsterCard/UI_MonsterCard_Esailisi.jpg,4,1=510024606=0,6,,0,0,0,,,,,,,,,,
40100371,皮里恩卡片（15天）,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100|1=510025616=0,1,,0,0,0,,,,,,,,,,
40500091,虎王卡片（15天）,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-500|1=510019152=0,5,,0,0,0,,,,,,,,,,
40100531,德古拉伯爵卡片（15天）,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1500,1,,0,0,0,,,,,,,,,,
40100581,死灵卡片（15天）,MonsterCard/UI_MonsterCard_Siling.jpg,4,0=71=1000|0=18=5|0=55=5,1,,0,0,0,,,,,,,,,,
40500111,月夜猫卡片（15天）,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=2000|0=48=500,5,,0,0,0,,,,,,,,,,
40100181,巴风特卡片（15天）,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-10|0=71=500|1=907401=0,1,,0,0,0,,,,,,,,,,
40700091,法老王卡片（15天）,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=800,7,,0,0,0,,,,,,,,,,
40600351,鹗枭男爵卡片（15天）,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028242=0,6,,0,0,0,,,,,,,,,,
40300261,凯美拉卡片（15天）,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028545=0,3,,0,0,0,,,,,,,,,,
40500141,黑暗之王卡片（15天）,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0|0=48=500,5,,0,0,0,,,,,,,,,,
40100691,血腥骑士卡片（15天）,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027434=0,1,,0,0,0,,,,,,,,,,
40300371,卡仑卡片（15天）,MonsterCard/UI_MonsterCard_kalun.jpg,4,0=48=500|1=510030262=0,3,,0,0,0,,,,,,,,,,
40100811,冰暴骑士卡片（15天）,MonsterCard/UI_MonsterCard_bingbaoqishi.jpg,4,1=510030363=0|1=510030464=0|1=510030666=0,1,,0,0,0,,,,,,,,,,
40100801,时间管理人卡片（15天）,MonsterCard/UI_MonsterCard_timezhipeizhe.jpg,4,0=37=2000|0=88=1000|0=82=-500,1,,0,0,0,,,,,,,,,,
40300391,塔奥群卡卡片（15天）,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-4000|0=42=-4000,3,,0,0,0,,,,,,,,,,
40100881,半龙人卡片（15天）,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030868=0,1,,0,0,0,,,,,,,,,,
40300072,天使波利卡片（3天）,MonsterCard/UI_MonsterCard_Tianshiboli.jpg,4,0=48=500|1=510014506=0,3,,0,0,0,,,,,,,,,,
40200022,黄金虫卡片（3天）,MonsterCard/UI_MonsterCard_Huangjinchong.jpg,4,0=88=1000|0=68=4000,2,,0,0,0,,,,,,,,,,
40700122,兽人英雄卡片（3天）,MonsterCard/UI_MonsterCard_Shourenyingxiong.jpg,4,0=22=8|1=510019556=0,7,,0,0,0,,,,,,,,,,
40400032,恶魔波利卡片（3天）,MonsterCard/UI_MonsterCard_Emoboli.jpg,4,0=186=3000|1=510017233=0,4,,0,0,0,,,,,,,,,,
40300192,兽人酋长卡片（3天）,MonsterCard/UI_MonsterCard_Shourenqiuzhang.jpg,4,1=510018647=0,3,,0,0,0,,,,,,,,,,
40200042,蚁后卡片（3天）,MonsterCard/UI_MonsterCard_Yihou.jpg,4,1=510017637=0,2,,0,0,0,,,,,,,,,,
40100172,哥布灵首领卡片（3天）,MonsterCard/UI_MonsterCard_Gebulinshouling.jpg,4,1=510015213=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40700072,蜂后卡片（3天）,MonsterCard/UI_MonsterCard_Fenghou.jpg,4,0=66=800|1=510022586=0,7,,0,0,0,,,,,,,,,,
40100112,海盗之王卡片（3天）,MonsterCard/UI_MonsterCard_Haidaozhiwang.jpg,4,1=510014910=0|1=510025414=0,1,,0,0,0,,,,,,,,,,
40600192,俄塞里斯卡片（3天）,MonsterCard/UI_MonsterCard_Esailisi.jpg,4,1=510024606=0,6,,0,0,0,,,,,,,,,,
40100372,皮里恩卡片（3天）,MonsterCard/UI_MonsterCard_Pilien.jpg,4,0=51=100|1=510025616=0,1,,0,0,0,,,,,,,,,,
40500092,虎王卡片（3天）,MonsterCard/UI_MonsterCard_Huwang.jpg,4,0=48=-500|1=510019152=0,5,,0,0,0,,,,,,,,,,
40100532,德古拉伯爵卡片（3天）,MonsterCard/UI_MonsterCard_Degulananjue.jpg,4,0=36=100|0=66=1500,1,,0,0,0,,,,,,,,,,
40100582,死灵卡片（3天）,MonsterCard/UI_MonsterCard_Siling.jpg,4,0=71=1000|0=18=5|0=55=5,1,,0,0,0,,,,,,,,,,
40500112,月夜猫卡片（3天）,MonsterCard/UI_MonsterCard_Yueyemao.jpg,4,0=74=2000|0=48=500,5,,0,0,0,,,,,,,,,,
40100182,巴风特卡片（3天）,MonsterCard/UI_MonsterCard_Bafengte.jpg,4,0=51=-10|0=71=500|1=907401=0,1,,0,0,0,,,,,,,,,,
40700092,法老王卡片（3天）,MonsterCard/UI_MonsterCard_Falaowang.jpg,4,0=88=-3000|0=66=800,7,,0,0,0,,,,,,,,,,
40600352,鹗枭男爵卡片（3天）,MonsterCard/UI_MonsterCard_Exiaonanjue.jpg,4,1=510028242=0,6,,0,0,0,,,,,,,,,,
40300262,凯美拉卡片（3天）,MonsterCard/UI_MonsterCard_Kaimeila.jpg,4,1=510028545=0,3,,0,0,0,,,,,,,,,,
40500142,黑暗之王卡片（3天）,MonsterCard/UI_MonsterCard_Heianzhiwang.jpg,4,1=510027232=0|0=48=500,5,,0,0,0,,,,,,,,,,
40100692,血腥骑士卡片（3天）,MonsterCard/UI_MonsterCard_Xuexingqishi.jpg,4,1=510027434=0,1,,0,0,0,,,,,,,,,,
40300372,卡仑卡片（3天）,MonsterCard/UI_MonsterCard_kalun.jpg,4,0=48=500|1=510030262=0,3,,0,0,0,,,,,,,,,,
40100812,冰暴骑士卡片（3天）,MonsterCard/UI_MonsterCard_bingbaoqishi.jpg,4,1=510030363=0|1=510030464=0|1=510030666=0,1,,0,0,0,,,,,,,,,,
40100802,时间管理人卡片（3天）,MonsterCard/UI_MonsterCard_timezhipeizhe.jpg,4,0=37=2000|0=88=1000|0=82=-500,1,,0,0,0,,,,,,,,,,
40300392,塔奥群卡卡片（3天）,MonsterCard/UI_MonsterCard_TaAoQunKa.jpg,4,0=48=10000|0=33=-4000|0=42=-4000,3,,0,0,0,,,,,,,,,,
40100882,半龙人卡片（3天）,MonsterCard/UI_MonsterCard_BanLongRen.jpg,4,0=174=1500|1=510030868=0,1,,0,0,0,,,,,,,,,,
40700061,狂暴蚁后卡片（3天）,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40400091,龙蝇卡片（3天）,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40300031,蝗虫之王卡片（3天）,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400141,波利之王卡片（3天）,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400161,蛙王卡片（3天）,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40300061,幽灵波利卡片（3天）,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40400061,巧克猴卡片（3天）,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400011,蓝疯兔卡片（3天）,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40500101,狂暴月夜猫卡片（3天）,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40100541,暗黑祭司卡片（3天）,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100571,犬妖首领卡片（3天）,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40200071,安毕斯卡片（3天）,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40100601,君主魔碑卡片（3天）,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40500131,地狱梦魇卡片（3天）,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,,,,
40200171,蜗牛王卡片（3天）,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,,,,
40100611,远古海神卡片（3天）,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40700171,钢鬃巨熊卡片（3天）,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,,,,
40100621,深海人鱼卡片（3天）,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,,,,
40400101,流浪之狼卡片（3天）,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,,,,
40100631,狮鹫兽卡片（3天）,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,,,,
40200181,兽牙怪卡片（3天）,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600311,鹗枭首领卡片（3天）,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40700181,迷幻之王卡片（3天）,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40100681,深渊骑士卡片（3天）,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
40200191,弑神者卡片（3天）,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100671,艾斯恩魔女卡片（3天）,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100791,玩具国王卡片（3天）,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,,,,
40400261,长者魔导士卡片（3天）,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,,,,
40300361,古钟魔卡片（3天）,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,,,,
40700241,时间观察者卡片（3天）,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,,,,
40700871,流氓头目卡片（3天）,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40300401,米杜沙女王卡片（3天）,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,,,,
40700251,愤怒钟乳巨石怪卡片（3天）,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40700062,狂暴蚁后卡片（5天）,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40400092,龙蝇卡片（5天）,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40300032,蝗虫之王卡片（5天）,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400142,波利之王卡片（5天）,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400162,蛙王卡片（5天）,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40300062,幽灵波利卡片（5天）,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40400062,巧克猴卡片（5天）,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400012,蓝疯兔卡片（5天）,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40500102,狂暴月夜猫卡片（5天）,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40100542,暗黑祭司卡片（5天）,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100572,犬妖首领卡片（5天）,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40200072,安毕斯卡片（5天）,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40100602,君主魔碑卡片（5天）,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40500132,地狱梦魇卡片（5天）,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,,,,
40200172,蜗牛王卡片（5天）,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,,,,
40100612,远古海神卡片（5天）,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40700172,钢鬃巨熊卡片（5天）,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,,,,
40100622,深海人鱼卡片（5天）,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,,,,
40400102,流浪之狼卡片（5天）,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,,,,
40100632,狮鹫兽卡片（5天）,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,,,,
40200182,兽牙怪卡片（5天）,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600312,鹗枭首领卡片（5天）,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40700182,迷幻之王卡片（5天）,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40100682,深渊骑士卡片（5天）,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
40200192,弑神者卡片（5天）,MonsterCard/UI_MonsterCard_Shishenzhe.jpg,3,0=229=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40100672,艾斯恩魔女卡片（5天）,MonsterCard/UI_MonsterCard_Aisienmonv.jpg,3,0=249=1200|1=510027030=0,1,,0,0,0,,,,,,,,,,
40100792,玩具国王卡片（5天）,MonsterCard/UI_MonsterCard_wanjuguowang.jpg,3,0=59=1500|1=510030060=0,1,,0,0,0,,,,,,,,,,
40400262,长者魔导士卡片（5天）,MonsterCard/UI_MonsterCard_xielingzhanglao.jpg,3,0=186=1500|1=510029959=0,4,,0,0,0,,,,,,,,,,
40300362,古钟魔卡片（5天）,MonsterCard/UI_MonsterCard_guzhongmo.jpg,3,1=510029858=0,3,,0,0,0,,,,,,,,,,
40700242,时间观察者卡片（5天）,MonsterCard/UI_MonsterCard_timeguanchazhe.jpg,3,0=37=200|1=510030161=0,7,,0,0,0,,,,,,,,,,
40700872,流氓头目卡片（5天）,MonsterCard/UI_MonsterCard_LiuMang.jpg,3,0=59=1500|1=510030767=0,1,,0,0,0,,,,,,,,,,
40300402,米杜沙女王卡片（5天）,MonsterCard/UI_MonsterCard_MiDuShaNvWang.jpg,3,0=214=1000|0=48=300|1=510031474=0,3,,0,0,0,,,,,,,,,,
40700252,愤怒钟乳巨石怪卡片（5天）,MonsterCard/UI_MonsterCard_FenNuJuShi.jpg,3,0=22=8|0=67=500,7,,0,0,0,,,,,,,,,,
40700063,狂暴蚁后卡片（7天）,MonsterCard/UI_MonsterCard_Kuangbaoyihou.jpg,3,0=22=8|1=510015516=0,7,,0,0,0,,,,,,,,,,
40400093,龙蝇卡片（7天）,MonsterCard/UI_MonsterCard_Longying.jpg,1,0=18=2|0=48=300|1=510021677=0,4,,0,0,0,,,,,,,,,,
40300033,蝗虫之王卡片（7天）,MonsterCard/UI_MonsterCard_Huangchongzhiwang.jpg,1,0=68=500|1=510022081=0,4,,0,0,0,,,,,,,,,,
40400143,波利之王卡片（7天）,MonsterCard/UI_MonsterCard_Bolizhiwang.jpg,1,0=24=5|0=57=15,4,,0,0,0,,,,,,,,,,
40400163,蛙王卡片（7天）,MonsterCard/UI_MonsterCard_Wawang.jpg,1,0=53=5|0=20=3|1=510022182=0,4,,0,0,0,,,,,,,,,,
40300063,幽灵波利卡片（7天）,MonsterCard/UI_MonsterCard_Youlingboli.jpg,4,1=510014304=0,3,,0,0,0,,,,,,,,,,
40400063,巧克猴卡片（7天）,MonsterCard/UI_MonsterCard_Qiaokehou.jpg,1,0=53=5|0=48=300|1=510021576=0,4,,0,0,0,,,,,,,,,,
40400013,蓝疯兔卡片（7天）,MonsterCard/UI_MonsterCard_Lanfengtu.jpg,1,0=22=2|1=510021374=0,4,,0,0,0,,,,,,,,,,
40500103,狂暴月夜猫卡片（7天）,MonsterCard/UI_MonsterCard_Kuangbaoyueyemao.jpg,3,0=41=3|0=48=400|1=510019253=0,5,,0,0,0,,,,,,,,,,
40100543,暗黑祭司卡片（7天）,MonsterCard/UI_MonsterCard_Anheijisi.jpg,3,0=66=800|1=510024202=0,1,,0,0,0,,,,,,,,,,
40100573,犬妖首领卡片（7天）,MonsterCard/UI_MonsterCard_Quanyaoshouling.jpg,3,1=510022485=0|1=510023899=0,1,,0,0,0,,,,,,,,,,
40200073,安毕斯卡片（7天）,MonsterCard/UI_MonsterCard_Anbisi.jpg,4,0=219=1500,2,,0,0,0,,,,,,,,,,
40100603,君主魔碑卡片（7天）,MonsterCard/UI_MonsterCard_Junzhumobei.jpg,3,0=36=25|1=510024808=0,1,,0,0,0,,,,,,,,,,
40500133,地狱梦魇卡片（7天）,MonsterCard/UI_MonsterCard_Diyumengyan.jpg,2,0=18=2|0=48=400|1=510025010=0,5,,0,0,0,,,,,,,,,,
40200173,蜗牛王卡片（7天）,MonsterCard/UI_MonsterCard_Woniuwang.jpg,2,0=47=250|1=510024909=0,2,,0,0,0,,,,,,,,,,
40100613,远古海神卡片（7天）,MonsterCard/UI_MonsterCard_Yuanguhaiwang.jpg,3,0=82=-800,1,,0,0,0,,,,,,,,,,
40700173,钢鬃巨熊卡片（7天）,MonsterCard/UI_MonsterCard_gangzongjuxiong.jpg,3,0=22=5|1=510026121=0,7,,0,0,0,,,,,,,,,,
40100623,深海人鱼卡片（7天）,MonsterCard/UI_MonsterCard_shenhairenyu.jpg,3,0=175=800|1=510026020=0,1,,0,0,0,,,,,,,,,,
40400103,流浪之狼卡片（7天）,MonsterCard/UI_MonsterCard_Liulangzhilang.jpg,3,0=14=3|1=510025919=0,4,,0,0,0,,,,,,,,,,
40100633,狮鹫兽卡片（7天）,MonsterCard/UI_MonsterCard_shijiushou.jpg,3,0=53=2|0=55=7|1=510025818=0,1,,0,0,0,,,,,,,,,,
40200183,兽牙怪卡片（7天）,MonsterCard/UI_MonsterCard_Shouyaguai.jpg,3,0=230=1500|0=32=1,2,,0,0,0,,,,,,,,,,
40600313,鹗枭首领卡片（7天）,MonsterCard/UI_MonsterCard_Exiaoshouling.jpg,3,1=510028444=0,6,,0,0,0,,,,,,,,,,
40700183,迷幻之王卡片（7天）,MonsterCard/UI_MonsterCard_Mihuanzhiwang.jpg,3,0=84=-1000|0=82=-1000|0=48=-500,7,,0,0,0,,,,,,,,,,
40100683,深渊骑士卡片（7天）,MonsterCard/UI_MonsterCard_Shenyuanqishi.jpg,3,0=225=1500|1=510027131=0,1,,0,0,0,,,,,,,,,,
