Id,NameDesign,Desc,Name,IsIP,SkillUuid,EffectIDs,TargetType,SkillScriptType,SpecialSkillType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea
10015,黄金之锤,装备,,1,10015,1001501,4,,,0,0,1,0,1,0,,0,0,1,6,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Player_AnyOne,,一段时间内提升目标及友方队员属性：力量值+<color=$$Yellow$$>{0}</color>点，灵巧值+<color=$$Yellow$$>{1}</color>点，智力值+<color=$$Yellow$$>{2}</color>点，持续<color=$$Yellow$$>{3}</color>秒,,,,,
10016,冲锋攻击,卡片,冲锋攻击,1,210119,1001601,4,,,0,1,1,0,1,0,,0,0,1,0,1,0,1,1,,,,0,,,,1,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_ChongFengGongJi.png,Player_Knight,,对指定单体目标发起冲锋，造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,可使用<a href=MarkSkillTips@@10016@@1><color=$$Blue$$>冲锋攻击Lv.1</color></a>,,
10017,先锋追击,装备异形长剑,先锋追击,0,210113,1001701|1001702|1001703|1001704|1001705|1001706|1001707|1001708|1001709|1001710,4,,,0,0,1,0,1,1,0.25,1,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,10001|1,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_XianFengZhuiJi.png,Player_Knight,AutoBattle_Player_Knight_XianFengZhuiJi,普攻和狂击有<color=$$Yellow$$>{0}</color>%概率对该技能充能，充能后可以使用先锋追击，对目标造成二连击，总计<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>无属性物理伤害,,,,,
10018,泼留希金之斧,,,0,10018,1001801,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_PLXJZF,,,,,,,
10019,螺旋击刺：气旋爆炸,,,0,10019,1001901,4,,,0,0,1,0,1,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_QXCQ,,,,,,,
10020,水晶拳套：额外水晶碎裂,,,0,10020,1002001,4,,,0,0,1,0,1,0,,0,1,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_ShuiJingQuanTao,,,,,,,
10021,光猎,装备,光猎,1,10021,1002101,1,,,3,0,2,0,2,0,,0,0,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Acolyte,UI_Icon_Skill_Acolyte_GuangLie.png,Player_AnyOne,AutoBattle_Player_CardSkill_GuangLie,沐浴神圣力量在自身周围召唤灵体，可以看见范围内隐身单位，持续30秒,,,,,
10022,蝙蝠弓箭手的冲锋箭,卡片,蝙蝠弓箭手的冲锋箭,1,10022,1002201,4,,,0,1,1,0,1,0,,0,0,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Archer,UI_Icon_Skill_Archer_ChongFengJian.png,Player_AnyOne,AutoBattle_Player_CardSkill_ChongFengJian,发射强力箭矢，对指定单体目标造成150%物理伤害，并击退一段距离,,,可使用<a href=MarkSkillTips@@10022@@1><color=$$Blue$$>冲锋箭（蝙蝠弓箭手）</color></a>,,
10023,拔刀斩,卡片,拔刀斩,0,10023,1002301,1,,,3,0,1,0,1,0,,0,1,1,0,1,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,0,,,Player_AnyOne,,,,,,,
10024,剑旗鱼枪：突刺攻击,装备,,0,10024,1002401,4,,,0,0,1,0,1,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10025,尖刺河豚拳套：尖刺河豚突袭,装备,,0,10025,1002501,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10026,贪食鲔鱼锤：鲔鱼吞食攻击,装备,,0,10026,1002601,4,,,0,0,1,0,1,0,,0,0,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10027,竹夹鱼短剑：竹夹鱼群冲击,装备,,0,10027,1002701,4,,,0,0,1,0,1,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10028,古老海龙杖：海龙气泡攻击,装备,,0,10028,1002801,4,,,0,1,1,0,2,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10029,斑纹鳗鱼弓：鳗鱼电击攻击,装备,,0,10029,1002901,4,,,0,1,1,0,1,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10030,章鱼大斧：章鱼墨汁攻击,装备,,0,10030,1003001,4,,,3,0,1,0,1,0,,0,1,1,0,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,,,,,,,,
10031,泥沼地,卡片,泥沼地,1,10031,1003101,4,,,2,1,1,0,2,0,,0,1,1,0,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Magician,UI_Icon_Skill_Magician_NiZhaoDi.png,Player_AnyOne,AutoBattle_Player_Wizard_NiZhaoDi,在指定区域内制造沼泽地，降低最多10只魔物敏捷值、灵巧值和移动速度,,,,,
10032,火之猎杀,卡片,火之猎杀,1,10032,1003201,1,,,3,1,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,1,Skill_Magician,UI_Icon_Skill_Magician_HuoZhiLieSha.png,Player_AnyOne,AutoBattle_Player_Wizard_HuoZhiLieSha,对周围8个方向施放火球，触碰到敌方单位时造成<color=$$Yellow$$>150</color>%+<color=$$Yellow$$>10</color>火属性魔法伤害,,,,,
10033,玩具轰炸,卡片,玩具轰炸,1,10033,1003301,4,,,2,1,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,1,,,Player_AnyOne,,,,,,,
10034,大巴卡测试（远程）,大巴卡测试,,0,10034,1003401,4,,,0,1,1,0,1,1,,1,1,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Player_AnyOne,,,,,,,
10035,背刺,卡片,背刺,0,10035,1003501|1003502|1003503|1003504|1003505,4,,,0,0,1,0,1,0,,0,1,1,0,1,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,0,Skill_Thief,UI_Icon_Skill_Thief_DuRen.png,Player_AnyOne,,造成<color=$$Yellow$$>{0}</color>%无属性物理伤害，在目标背后攻击时，造成双倍伤害；使用弓箭类武器时，伤害减少<color=$$Yellow$$>{1}</color>%，使用短剑类武器时，伤害增加<color=$$Yellow$$>{2}</color>%。,,,,,
10036,火球术,卡片,火球术,1,10036,1003601|1003602|1003603|1003604|1003605|1003606|1003607|1003608|1003609|1003610,4,,,0,1,1,0,2,0,,0,1,1,3,1,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_HuoQiuShu.png,Player_AnyOne,,召唤火球攻击目标并溅射其周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性魔法伤害，内置CD为2s,,,,,
10037,龙之吐息,卡片,龙之吐息,1,10037,1003701|1003702|1003703|1003704|1003705|1003706|1003707|1003708|1003709|1003710,4,,,0,1,1,0,2,0,,0,1,1,3,1,0,,,,,,0,,,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,-1,,1,Skill_Magician,UI_Icon_Skill_Magician_HuoQiuShu.png,Player_AnyOne,,召唤火球攻击目标并溅射其周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%火属性魔法伤害，有<color=$$Yellow$$>{1}</color>%概率附加眩晕效果，内置CD为2s,,,,,
10040,火焰鞭子/吉他：火焰新星范围5,装备,,1,10040,1004001,1,,,3,0,1,0,1,0,,0,0,1,3,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10041,电鞭子/吉他：感电攻击,装备,,1,10041,1004101,4,,,0,1,1,0,1,0,,0,0,1,1,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10042,火焰鞭子/吉他：火焰新星范围6,装备,,1,10040,1004201,1,,,3,0,1,0,1,0,,0,0,1,3,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
10043,预言录：暗影攻击,装备,,1,10043,1004301,4,,,0,1,1,0,2,0,,0,0,1,7,0,0,1,1,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,,,Equip_Lv100,,,,,,,
99999,连续技,,连续技,0,99999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Skill_Monk,UI_Icon_Skill_Monk_LianXuJi.png,,,可以应用预设连招或者自定义自行设置连续技连招顺序,设置完成后拖拽技能至手动设置栏位或自动设置栏位即可手动/自动释放连续技,,,,
100000,技能队列,,技能队列,0,100000,,,,,,,,,,,,,,,,,,,,,,,,,1=5,,,,,,,,,,,,,,,,,,,2,Skill_Common,UI_Icon_Skill_Common_DuiLie.png,,,可同时设置至多6个支援类技能组成技能队列进行按序依次释放,在「队列」页签中拖拽技能进对应栏位以进行设置,,,,
100001,攻击（初心者）,,攻击,1,100001,10000101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Novice,AutoBattle_Player_Novice_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
100002,紧急治疗（初心者）,,紧急治疗,1,100002,10000201,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,1,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_JinJiZhiLiao.png,Player_Novice,AutoBattle_Player_Novice_JinJiZhiLiao,紧急治疗自己，固定恢复自身100点生命值,,,,,
100003,装死（初心者）,,装死,1,100003,10000301,1,,,3,0,2,0,2,0,,0,0,0,,0,0,,,,,,0,,1=3,,1,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_ZhuangSi.png,Player_Novice,,迅速躺倒，使攻击中的魔物失去目标并脱离战斗，持续时间内再次点击则取消该状态,装死对绝大部分MVP，Mini等强力怪物无效,,,,
100004,急救手册,,急救手册,0,100004,10000401|10000402|10000403|10000404|10000405|10000406|10000407|10000408|10000409,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Swordman,UI_Icon_Skill_Novice_mengxinzhili.png,Player_Novice,,永久性提升<color=$$Yellow$$>{0}</color>点使用紧急治疗时所恢复血量,,,,,
100005,强攻（初心者）,,强攻,0,100005,10000501,4,,,0,0,1,0,2,0,,0,0,1,0,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_QiangGong.png,Player_Novice,AutoBattle_Player_Novice_QiangGong,用力重击敌方目标，造成<color=$$Yellow$$>80</color>点固定伤害,,,,,
100006,装死起身,,起身,0,100006,10000601,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,1,,,100003,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_QiSheng.png,Player_Novice,,解除假死状态,,,,,
100007,装死（假）,,装死,1,100007,10000701,1,,,3,0,2,0,2,0,,0,0,0,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_ZhuangSi.png,Player_Novice,,迅速躺倒，使攻击中的魔物失去目标并脱离战斗，持续时间内再次点击则取消该状态,装死对绝大部分MVP，Mini等强力怪物无效,,,,
100008,装死起身（假）,,起身,0,100008,10000801,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,1,,,100007,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_QiSheng.png,Player_Novice,,解除假死状态,,,,,
200001,攻击（剑士系）,,攻击,1,200001,20000101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,1,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Swordman,AutoBattle_Player_Swordman_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
200002,紧急治疗（剑士系）,,紧急治疗,1,200002,20000201,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,0,1,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_JinJiZhiLiao.png,Player_Swordman,AutoBattle_Player_Swordman_JinJiZhiLiao,紧急治疗自己，固定恢复自身100点生命值,,,,,
200003,装死（剑士系）,,装死,0,200003,20000301,1,,,3,0,2,0,2,0,,0,0,0,,0,0,,,,,,0,,1=3,,1,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_ZhuangSi.png,Player_Swordman,,迅速躺倒，使攻击中的魔物失去目标并脱离战斗，持续时间内再次点击则取消该状态,装死对绝大部分MVP，Mini等强力怪物无效,,,,
200004,狂击,,狂击,1,200004,20000401|20000402|20000403|20000404|20000405|20000406|20000407|20000408|20000409|20000410,4,,,0,0,1,0,1,1,0.25,1,0,1,0,1,0,1,1,,,,0,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_kuangJi.png,Player_Swordman,AutoBattle_Player_Swordman_KuangJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害并获得<color=$$Yellow$$>{2}</color>点技能命中加成,技能延迟受ASPD影响/当习得攻击弱点时，技能有几率使目标陷入眩晕状态,对指定敌方目标造成无属性物理伤害,,,
200005,怒爆,,怒爆,1,200005,20000501|20000502|20000503|20000504|20000505|20000506|20000507|20000508|20000509|20000510,1,,,3,0,1,0,1,0,,0,1,1,3,0,0,,,,,,0,,2=1,,0,1,ColorGradient/Color_SkillRim_Huo,,,,,,1,,0,0,,,0,0,200004=5=1,0,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,Player_Swordman,AutoBattle_Player_Swordman_NuBao,击退周围最多10只魔物，造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>火属性物理伤害并获得<color=$$Yellow$$>{2}</color>点技能命中加成,技能施放后额外获得20%火属性攻击加成，效果持续20秒,对范围内敌方目标造成火属性伤害并具有击退效果,,,
200006,挑衅,,挑衅,1,200006,20000601|20000602|20000603|20000604|20000605|20000606|20000607|20000608|20000609|20000610,1,,,3,0,3,0,2,0,,0,1,1,,0,0,,,,,,0,,2=3,,0,0,,,,,,,1,,0,0,,,0,0,,2,Skill_Swordman,UI_Icon_Skill_Swordman_TiaoXing.png,Player_Swordman,AutoBattle_Player_Swordman_TiaoXin,挑衅魔物，生效期间受挑衅魔物增加<color=$$Yellow$$>{0}%</color>伤害，降低<color=$$Yellow$$>{1}%</color>防御，对怪物造成的仇恨倍率增加<color=$$Yellow$$>{2}%</color>，持续<color=$$Yellow$$>7</color>秒,挑衅3秒内强制范围内魔物强制攻击自身/挑衅效果生效后3秒内无法再次生效/挑衅对玩家无法生效,强制范围内敌方单位攻击自身,,,
200007,霸体,,霸体,1,200007,20000701|20000702|20000703|20000704|20000705|20000706|20000707|20000708|20000709|20000710,1,,,3,0,2,4,2,0,,0,0,1,,0,0,,,,,,0,,3=3,,0,0,,,,,,,0,,0,0,,,0,0,200006=5=1,2,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,Player_Swordman,AutoBattle_Player_Swordman_BaTi,进入霸体状态，提升<color=$$Yellow$$>{0}</color>点魔法防御，持续<color=$$Yellow$$>{1}</color>秒，霸体效果在技能生效结束或受击<color=$$Yellow$$>7</color>次后立即解除,霸体生效时受击不会停顿但可以被击退,,,,
200008,斩杀,,斩杀,0,200008,20000801,4,,,0,0,1,0,1,0,,0,0,1,0,1,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_zhansha.png,Player_Swordman,,对指定敌方单体目标造成200%物理伤害，当目标血量低于30%时，造成400%物理伤害,,,,,
200009,剑系熟练度,,剑系熟练度,1,200009,20000901|20000902|20000903|20000904|20000905|20000906|20000907|20000908|20000909|20000910,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Swordman,UI_Icon_Skill_Swordman_JianXiShuLianDu.png,Player_Swordman,,增加剑系武器熟练度，提高<color=$$Yellow$$>{0}</color>物理攻击力,必须装备剑类武器,,,,
200010,攻击弱点,,攻击弱点,1,200010,20001001|20001002|20001003|20001004|20001005,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,1,0,,,-1,0,200004=5=1,3,Skill_Swordman,UI_Icon_Skill_Swordman_GongJiRuoDian.png,Player_Swordman,,使用狂击时，有<color=$$Yellow$$>{0}</color>%几率使敌方目标陷入昏迷状态,,,,,
200011,快速回复,,快速恢复,1,200011,20001101|20001102|20001103|20001104|20001105|20001106|20001107|20001108|20001109|20001110,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=5,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Swordman,UI_Icon_Skill_Swordman_KuaiSuHuiFu.png,Player_Swordman,,"永久性提升生命自然回复速度，每10秒回复(<color=$$Yellow$$>{0}</color>+<color=$$Yellow$$>{1}</color>%*生命上限),并且在使用生命恢复类道具时，提升<color=$$Yellow$$>{2}</color>%道具生命恢复效果",,,,,
200012,剑攻速增加,,剑攻速增加,1,200012,20001201|20001202|20001203|20001204|20001205|20001206|20001207|20001208|20001209|20001210,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,2|3,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,200009=3=1,2,Skill_Swordman,UI_Icon_Skill_Swordman_JianGongSuZengJia.png,Player_Swordman,AutoBattle_Player_Knight_JianGongSuZengJia,短时间内激励自身，提升<color=$$Yellow$$>{0}</color>%攻击速度，持续<color=$$Yellow$$>{1}</color>秒,必须装备剑类武器,使自身攻击速度提高,,,
200013,怪物互击,,怪物互击,1,200013,20001301|20001302|20001303|20001304|20001305|20001306|20001307|20001308|20001309|20001310,4,,,1,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,2=4,,1,0,,,,,,,1,,0,0,,,0,0,200012=5=1,0,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,Player_Swordman,AutoBattle_Player_Knight_GuaiWuHuJi,在指定区域内召唤六芒星，对最多10只魔物造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害，并附带击退效果,击退方向根据怪物朝向而定,对范围内敌方目标造成无属性物理伤害并具有击退效果，击退方向根据目标朝向而定,,,
200014,双剑格挡技能（新手副本）,,双剑格挡,1,200014,20001401,1,,,3,0,2,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_ShuangJianGeDang.png,Player_Swordman,,立即进入防御状态，效果存续期间有几率免疫物理伤害持续秒，效果触发时强制进入短暂防御状态，同时不可施放普攻或者技能,必须装备剑类武器,,,,
200015,格挡动作,,,0,200015,20001501,1,,,3,0,2,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_ShuangJianGeDang.png,Player_Swordman,,,,,,,
200016,冲锋（新手副本）,,冲锋,0,200016,20001601,4,,,1,0,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,,Skill_Swordman,UI_Icon_Skill_Swordman_ChongFengGongJi.png,Player_Swordman,,,,,,,
200017,怒爆（新手副本）,,怒爆,1,200017,20001701,1,,,3,0,1,0,1,0,,0,1,1,3,0,0,,,,,,0,,3=2,,0,0,,,,,,,1,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,Player_Swordman,,,,,,,
200018,霸体（新手副本）,,霸体,1,200018,20001801,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,2=2,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Swordman,UI_Icon_Skill_Swordman_BaTi.png,Player_Swordman,,,,,,,
200019,攻击（剑士系）（新手副本）,,攻击,1,200019,20001901,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Swordman,,,,,,,
200020,狂击（新手副本）,,狂击,1,200020,20002001,4,,,0,0,1,0,1,1,0.25,1,0,1,0,1,0,,,,,,0,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_kuangJi.png,Player_Swordman,,,,,,,
200021,怪物互击（新手副本）,,怪物互击,1,200021,20002101,4,,,1,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,3=1,,1,1,ColorGradient/Color_SkillRim_Nian,,,,,,1,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,Player_Swordman,,,,,,,
200022,强攻（剑士系）,,强攻,0,200022,20002201,4,,,0,0,1,0,2,0,,0,0,1,0,0,0,,,,,,0,,1=4,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_QiangGong.png,Player_Swordman,AutoBattle_Player_Swordman_QiangGong,用力重击敌方目标，造成<color=$$Yellow$$>80</color>点固定伤害,,,,,
200023,狂击（QTE测试用）,,狂击,1,200023,20002301,4,,,0,0,1,0,1,1,0.25,1,0,1,0,1,0,,,,,,0,,2=5,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_kuangJi.png,Player_Swordman,,,,,,,
200024,怒爆（QTE测试用）,,怒爆,1,200024,20002401,1,,,3,0,1,0,1,0,,0,1,1,3,0,0,,,,,,0,,,,0,0,,200023,,,,,1,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,Player_Swordman,,,,,,,
200025,怪物互击（QTE测试用）,,怪物互击,1,200025,20002501,4,,,1,0,1,0,1,0,,0,1,1,0,0,0,,,,,,0,,,,1,0,,200024,,,,,1,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_GuaiWuHuJi.png,Player_Swordman,,,,,,,
200026,装死起身,,起身,0,200026,20002601,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,1,,,200003,,,,,0,,0,0,,,0,0,,2,Skill_Common,UI_Icon_Skill_Common_QiSheng.png,Player_Swordman,,,,,,,
200027,狂暴状态,,狂暴状态,1,200027,20002701,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Swordman,UI_Icon_Skill_Swordman_KuangBaoZhuangTai.png,Player_Swordman,,坚定自身的信念，永久提高10物理攻击,,,,,
200028,怒爆（转职试炼副本）,,怒爆,1,200028,20002801,1,,,3,0,1,0,1,0,,0,1,1,3,0,0,,,,,,0,,,,0,0,,,,,,,1,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_NuBao.png,Player_Swordman,,,,,,,
200029,狂暴状态【主动】,,狂暴状态,1,200029,20002901,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,3=5,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Swordman,UI_Icon_Skill_Swordman_kuangbaozhuangtaizhudong.png,Player_Swordman,,进入愤怒状态，为自己增加攻击力，减少防御力。可主动取消,,,,,
200030,狂暴状态【主动取消】,,,0,200030,20003001,1,,,3,0,2,0,2,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,2,Skill_Swordman,UI_Icon_Skill_Swordman_kuangbaozhuangtaizhudong.png,Player_Swordman,,主动取消自己的狂暴状态,,,,,
210101,攻击（骑士）,,攻击,1,210101,21010101,4,,,0,0,1,0,0,1,,1,0,1,0,0,0,1,1,,,,1,,1=1,,0,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Common,UI_Icon_Skill_Common_GongJi.png,Player_Knight,AutoBattle_Player_Knight_GongJi,对指定单体目标造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
210102,冲锋攻击（冲锋）,,冲锋攻击,1,210102,21010201,4,,,0,1,1,0,1,0,,0,0,1,0,1,0,,,,,,1,,,,1,0,,,,,,,0,,0,0,,,0,0,,0,Skill_Swordman,UI_Icon_Skill_Swordman_ChongFengGongJi.png,Player_Knight,,对指定单体目标发起冲锋，造成<color=$$Yellow$$>{0}</color>%无属性物理伤害,,,,,
210103,长矛使用熟练度,,长矛使用熟练度,1,210103,21010301|21010302|21010303|21010304|21010305|21010306|21010307|21010308|21010309|21010310,-1,,,-1,0,-1,0,-1,0,,0,0,1,-1,0,0,,,,,,0,,1=2,,0,0,,,,,,,0,,1,0,,,-1,0,,3,Skill_Swordman,UI_Icon_Skill_Swordman_MaoXiShuLianDu.png,Player_Knight,,增加长矛系武器熟练度，提高<color=$$Yellow$$>{0}</color>物理攻击，骑乘时额外提高<color=$$Yellow$$>{1}</color>物理攻击,必须装备装备长矛类武器,,,,
