Id,Comment,Path,PlayTime,ScaleX,ScaleY,ScaleZ,FollowPostion,FollowRotation,FollowScale,CameraFxType,UseVector3OneScale,EffectLodGroup
230,火箭术02,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_02,1.5,1,1,1,1,0,1,,,
231,火箭术03,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_03,1.5,1,1,1,1,0,1,,,
232,火箭术04,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_04,1.5,1,1,1,1,0,1,,,
233,火箭术05,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_05,1.5,1,1,1,1,0,1,,,
234,火箭术06,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_06,1.6,1,1,1,1,0,1,,,
235,火箭术07,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_07,1.7,1,1,1,1,0,1,,,
236,火箭术08,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_08,1.7,1,1,1,1,0,1,,,
237,火箭术09,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_09,1.8,1,1,1,1,0,1,,,
238,火箭术10,Creature/Skill/Fx_Skill_Magician_MoFaShi_HuoJianShu_10,1.8,1,1,1,1,0,1,,,
239,冰箭术02,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_02,1.3,1,1,1,1,0,1,,,
240,冰箭术03,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_03,1.4,1,1,1,1,0,1,,,
241,冰箭术04,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_04,1.5,1,1,1,1,0,1,,,
242,冰箭术05,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_05,1.6,1,1,1,1,0,1,,,
243,冰箭术06,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_06,1.7,1,1,1,1,0,1,,,
244,冰箭术07,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_07,1.8,1,1,1,1,0,1,,,
245,冰箭术08,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_08,1.9,1,1,1,1,0,1,,,
246,冰箭术09,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_09,2,1,1,1,1,0,1,,,
247,冰箭术10,Creature/Skill/Fx_Skill_Magician_MoFaShi_BingJianShu_10,2.1,1,1,1,1,0,1,,,
248,雷击术02,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_02,0.8,1,1,1,1,0,1,,,
249,雷击术03,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_03,0.9,1,1,1,1,0,1,,,
250,雷击术04,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_04,1,1,1,1,1,0,1,,,
251,雷击术05,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_05,1.1,1,1,1,1,0,1,,,
252,雷击术06,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_06,1.2,1,1,1,1,0,1,,,
253,雷击术07,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_07,1.3,1,1,1,1,0,1,,,
254,雷击术08,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_08,1.4,1,1,1,1,0,1,,,
255,雷击术09,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_09,1.5,1,1,1,1,0,1,,,
256,雷击术10,Creature/Skill/Fx_Skill_Magician_MoFaShi_LeiJiShu_10,1.6,1,1,1,1,0,1,,,
257,无受击（带方向）,Creature/Common/Fx_Skill_Nomal_BeHit_Wu03,1,1,1,1,1,1,1,,,
258,毒液泥沼方形1*1,Scene/Fx_Scene_PoisonWater_1_1,-1,1,1,1,1,0,1,,,
259,毒液泥沼方形1*2,Scene/Fx_Scene_PoisonWater_1_2,-1,1,1,1,1,0,1,,,
260,毒液泥沼方形1*3,Scene/Fx_Scene_PoisonWater_1_3,-1,1,1,1,1,0,1,,,
261,毒液泥沼方形2*2,Scene/Fx_Scene_PoisonWater_2_2,-1,1,1,1,1,0,1,,,
262,空气墙特效1,Scene/Fx_Scene_AirWall_01,-1,1,1,1,1,0,1,,,
263,空气墙特效2,Scene/Fx_Scene_AirWall_02,-1,1,1,1,1,0,1,,,
264,变身特效,Scene/Fx_Skill_Nomal_Buff_HunSha_01,-1,1,1,1,1,0,1,,,
265,吸血蝙蝠狂暴,Creature/Skill/Fx_Skill_GreatPoisonMushroom_Rage_01,-1,0.3,0.3,0.3,1,0,0,,,
266,服事圣光释放2,Creature/Common/Fx_Skill_Nomal_Acolyte_Release_end04,0.7,1,1,1,1,0,1,,,
267,死亡特效1,Creature/Common/Fx_Common_Monster_Dead_01,2,1,1,1,1,0,1,,,
268,死亡特效0.8,Creature/Common/Fx_Common_Monster_Dead_01,2,0.8,0.8,0.8,1,0,1,,,
269,死亡特效0.5,Creature/Common/Fx_Common_Monster_Dead_01,2,0.5,0.5,0.5,1,0,1,,,
270,新重击特效,Creature/Skill/Fx_Skill_Novice_ChuXinZhe_XinZhongJi_01,1,1,1,1,1,0,1,,,
271,女剑士重击特效,Creature/Skill/Fx_Skill_Swordman_JianShi_ZhongJi_01,0.6,1,1,1,1,0,1,,,
272,男剑士三连击1,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack01_M,0.5,1,1,1,1,0,1,,,
273,男剑士三连击2,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack02_M,0.5,1,1,1,1,0,1,,,
274,男剑士三连击3,Creature/Skill/Fx_Skill_Swordman_JianShi_Attack03_M,0.5,1,1,1,1,0,1,,,
275,男剑士斩杀,Creature/Skill/Fx_Skill_Swordman_JianShi_ZhanSha_M,1,1,1,1,1,0,1,,,
276,男剑士重击,Creature/Skill/Fx_Skill_Swordman_JianShi_ZhongJi_M,0.8,1,1,1,1,0,1,,,
277,黄金虫普攻特效,Creature/Skill/Fx_Skill_HuangJinChong_Attack_01,0.5,1,1,1,1,0,1,,,
278,金钱攻击攻击特效,Creature/Skill/Fx_Skill_Nomal_Behit_JinQian_02,1,1,1,1,1,0,1,,,
279,隐匿释放特效,Creature/Common/Fx_Skill_Nomal_Magician_Release_end08,0.6,1,1,1,1,0,1,,,
280,隐匿吟唱特效,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop08,-1,1,1,1,1,0,1,,,
281,敌方脚底光圈缩小,Creature/Common/Fx_Skill_Caution_SuoDi_01,0.2,1,1,1,1,0,1,,,
282,敌方脚底光圈持续,Creature/Common/Fx_Skill_Caution_SuoDi_02,-1,1,1,1,1,0,1,,,
283,友方脚底光圈,Creature/Common/Fx_Skill_Caution_SuoDinLv_01,-1,1,1,1,1,0,1,,,
284,毒雾机关毒气喷射开始,Scene/Fx_Scene_Nomal_PenSheDuQi_01,2.3,1,1,1,1,1,1,,,
285,孢子吸收养分,Creature/Skill/Fx_Skill_MoGu_XiShouYangFen,-1,1,1,1,1,0,1,,,
286,吸血蝙蝠狂暴,Creature/Skill/Fx_Skill_BianFu_KuangBao_01,-1,1,1,1,1,1,1,,,
287,剑攻速增加持续特效,Creature/Skill/Fx_Skill_Knight_JianGongSuZengJia_02,-1,1,1,1,1,1,1,,,
288,法师火释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end01,2,1,1,1,1,0,1,,,
289,法师冰释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end02,2,1,1,1,1,0,1,,,
290,法师雷释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end03,2,1,1,1,1,0,1,,,
291,法师土释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end04,2,1,1,1,1,0,1,,,
292,法师光释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end05,2,1,1,1,1,0,1,,,
293,法师暗释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end06,1,1,1,1,1,0,1,,,
294,毒释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end37,1,1,1,1,1,0,1,,,
295,隐匿释放底部效果,Creature/Common/Fx_Skill_Nomal_Magician_Release_end38,1,1,1,1,1,0,1,,,
296,哥布林首领普攻,Creature/Skill/Fx_Skill_GoblinLeader_attack_01,0.8,1,1,1,1,1,1,,,
297,毒性感染标记（刺客）,Creature/Skill/Fx_Skill_Assasin_DuXingGanRan_01,-1,1,1,1,1,0,1,,,
298,毒性感染爆炸（刺客）,Creature/Skill/Fx_Skill_Assasin_DuXingGanRan_02,2.5,1,1,1,1,0,1,,,
299,弃用（可占用）,Creature/Skill/Fx_Skill_Assasin_WuYingZhiYa_01,-1,1,1,1,1,0,1,,,
300,弃用（可占用）,Creature/Skill/Fx_Skill_Assasin_WuYingZhiYa_02,3.5,1,1,1,1,0,1,,,
301,涂毒武器持续（刺客）,Creature/Skill/Fx_Skill_Assasin_WuQiTuDu_01,-1,1,1,1,1,0,1,,,
302,巫师水球术子弹,Creature/Skill/Fx_Skill_Wizard_ShuiQiuShu_01,-1,1,1,1,1,1,0,,,
303,巫师水球术地面效果,Creature/Skill/Fx_Skill_Wizard_ShuiQiuShu_02,1,1,1,1,1,1,0,,,
304,巫师水吟唱特效,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop09,-1,1,1,1,1,1,0,,,
305,巫师水受击特效,Creature/Common/Fx_Skill_Nomal_BeHit_Shui01,1,1,1,1,1,1,0,,,
306,巫师水释放特效,Creature/Common/Fx_Skill_Nomal_Magician_Release_end09,2,1,1,1,1,1,0,,,
307,巫师雷鸣术特效,Creature/Skill/Fx_Skill_Wizard_LeiMingShu_01,-1,1,1,1,1,1,0,,,
308,巫师地震术特效,Creature/Skill/Fx_Skill_Wizard_DiZhenShu_01,2,1,1,1,1,1,0,,,
309,巫师崩裂术特效,Creature/Skill/Fx_Skill_Wizard_BengLieShu_01,2.5,1,1,1,1,1,0,,,
310,巫师泥沼地特效,Creature/Skill/Fx_Skill_Wizard_NiZhaoDi_01,-1,1,1,1,1,1,0,,,6
311,巫师火柱攻击放置特效,Creature/Skill/Fx_Skill_Wizard_HuoZhuGongJi_01,-1,1,1,1,1,1,0,,,
312,巫师火柱攻击生效特效,Creature/Skill/Fx_Skill_Wizard_HuoZhuGongJi_02,2.6,1,1,1,1,1,0,,,1
313,巫师火之猎杀特效,Creature/Skill/Fx_Skill_Wizard_HuoZhiLieSha_01,2.5,1,1,1,1,1,0,,,
314,单手普攻刀光（刺客）,Creature/Skill/Fx_Skill_Assasin_Attack_01_10,0.4,1,1,1,1,1,1,,,
315,双手普攻刀光（刺客）,Creature/Skill/Fx_Skill_Assasin_Attack_02_10,0.3,1,1,1,1,1,1,,,
316,病毒散播（刺客）,Creature/Skill/Fx_Skill_Assasin_BingDuSanBo_01,1,1,1,1,1,0,1,,,
317,病毒散播持续（刺客）,Creature/Skill/Fx_Skill_Assasin_BingDuSanBo_02,-1,1,1,1,1,0,1,,,6
318,幸运之颂歌,Creature/Skill/Fx_Skill_Priest_XingYunZhiSongGe_01,1.5,1,1,1,1,0,1,,,
319,复活术,Creature/Skill/Fx_Skill_Priest_FuHuoShu_01,4.2,1,1,1,1,0,1,,,
320,痊愈术,Creature/Skill/Fx_Skill_Priest_QuanYuShu_01,1.5,1,1,1,1,0,1,,,
321,洒水祈福,Creature/Skill/Fx_Skill_Priest_SaShuiQiFu_01,3,1,1,1,1,0,1,,,
322,神威祈福,Creature/Skill/Fx_Skill_Priest_ShenWeiQiFu_01,3.5,1,1,1,1,0,1,,,
323,转生术,Creature/Skill/Fx_Skill_Priest_ZhuanShengShu_01,1.5,1,1,1,1,0,1,,,
324,爆散陷阱持续,Creature/Skill/Fx_Skill_Hunter_BaoSanXianJing_01,-1,1,1,1,1,0,1,,,
325,爆散陷阱触发,Creature/Skill/Fx_Skill_Hunter_BaoSanXianJing_02,3.5,1,1,1,1,0,1,,,
326,地雷陷阱持续,Creature/Skill/Fx_Skill_Hunter_DiLeiXianJing_01,-1,1,1,1,1,0,1,,,
327,地雷陷阱触发,Creature/Skill/Fx_Skill_Hunter_DiLeiXianJing_02,2,1,1,1,1,0,1,,,
328,定时爆炸陷阱持续,Creature/Skill/Fx_Skill_Hunter_DingShiBaoZhaXianJing_01,-1,1,1,1,1,0,1,,,
329,定时爆炸陷阱触发,Creature/Skill/Fx_Skill_Hunter_DingShiBaoZhaXianJing_02,2,1,1,1,1,0,1,,,
330,定位滑动陷阱持续,Creature/Skill/Fx_Skill_Hunter_DingWeiHuaDongXianJing_01,-1,1,1,1,1,1,1,,,
331,定位滑动陷阱触发,Creature/Skill/Fx_Skill_Hunter_DingWeiHuaDongXianJing_02,1,1,1,1,1,0,1,,,
332,放置陷阱,Creature/Skill/Fx_Skill_Hunter_FangZhiXianJing_01,1,5,5,5,1,0,1,,,
333,猎鹰寻敌,Creature/Skill/Fx_Skill_Hunter_LieYingXunDi_01,0.8,1,1,1,1,0,1,,,
334,强光陷阱持续,Creature/Skill/Fx_Skill_Hunter_QiangGuangXianJing_01,-1,1,1,1,1,0,1,,,
335,强光陷阱触发,Creature/Skill/Fx_Skill_Hunter_QiangGuangXianJing_02,1,1,1,1,1,0,1,,,
336,闪电冲击,Creature/Skill/Fx_Skill_Hunter_ShanDianChongJi_01,0.2,1,1,1,1,1,1,,,
337,霜冻陷阱持续,Creature/Skill/Fx_Skill_Hunter_ShuangDongXianJing_01,-1,1,1,1,1,0,1,,,
338,霜冻陷阱触发,Creature/Skill/Fx_Skill_Hunter_ShuangDongXianJing_02,2,1,1,1,1,0,1,,,
339,睡魔魔耗陷阱持续,Creature/Skill/Fx_Skill_Hunter_ShuiMoMoHaoXianJing_01,-1,1,1,1,1,0,1,,,
340,睡魔魔耗陷阱触发,Creature/Skill/Fx_Skill_Hunter_ShuiMoMoHaoXianJing_02,2,1,1,1,1,0,1,,,
341,扇形范围流光效果,Creature/Common/Fx_Skill_Caution_ShanXingFanWei_10,-1,1,1,1,1,1,1,,1,
342,圆形范围流光效果,Creature/Common/Fx_Skill_Caution_YuanXingFanWei_10,-1,1,1,1,1,1,1,,1,
343,矩形范围流光效果,Creature/Common/Fx_Skill_Caution_JuXingFanWei_10,-1,1,1,1,1,1,1,,1,
344,弃用（可占用）,Creature/Skill/Fx_Skill_Knight_ChangMaoCiJi_02,1.5,1,1,1,1,1,1,,,
345,反击释放特效,Creature/Skill/Fx_Skill_Knight_FanJi_01,0.6,1,1,1,1,0,1,,,
346,连刺攻击释放特效,Creature/Skill/Fx_Skill_Knight_LianCiGongJi_01,0.8,1,1,1,1,1,1,,,
347,弃用（可占用）,Creature/Skill/Fx_Skill_Knight_TouZhiChangMaoGongJi_10,-1,1,1,1,1,0,1,,,
348,饥饿之咬效果（副本）,Creature/Skill/Fx_Skill_Fb_FuShi_KenShi,1,1,1,1,1,1,1,,,
349,腐败链接效果（副本）,Creature/Skill/Fx_Skill_Fb_LvJiangShi_LianJieBiaoXian,-1,1,1,1,1,1,1,,,
350,瘟疫散拨效果（副本）,Creature/Skill/Fx_Skill_Fb_LvJiangShi_DuWu,-1,1,1,1,1,1,1,,,
351,诅咒攻击施法效果,Creature/Skill/Fx_Skill_Fb_XiaoEMo_ZuZhouGongJi_01,1.1,1,1,1,1,1,1,,,
352,诅咒攻击命中效果,Creature/Skill/Fx_Skill_Fb_XiaoEMo_ZuZhouGongJi_02,-1,1,1,1,1,1,1,,,
353,恶灵召唤施法效果,Creature/Skill/Fx_Skill_Fb_FengMoWuShi_ELingGongJi,1,1,1,1,1,1,1,,,
354,死灵普攻刀光（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_Attack,1.5,1,1,1,1,1,1,,,
355,恶灵冲击表演效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_ELingNengLiang_01,1.8,1,1,1,1,1,1,,,
356,恶灵冲击生效效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_ELingNengLiang_02,2.2,1,1,1,1,1,1,,,
357,恶灵冲击点名效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_ELingNengLiang_03,2,1,1,1,1,1,1,,,
358,退魂斩生效效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_TuiHunZhiRen,2.6,1,1,1,1,1,1,,,
359,泯灭之击表演效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_JianLingZhaoHuan_01,4.4,1,1,1,1,1,1,,,
360,泯灭之击生效效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_JianLingZhaoHuan_02,2.3,1,1,1,1,1,1,,,
361,破碎炼狱刃刀旋转效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_ELingZhiRenXuanZhuan,-1,0.8,0.8,0.8,1,1,1,,,
362,破碎炼狱刃刀表演效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_MieShiZhiJi_01,5,1,1,1,1,1,1,,,
363,破碎炼狱刃刀生效效果（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_MieShiZhiJi_05,-1,1,1,1,1,1,1,,,
364,死灵身体特效（副本）,Creature/Skill/Fx_Skill_Fb_SiLing_TongKuZhengZha,-1,1,1,1,1,1,1,,,
365,骑士普攻（矛）,Creature/Skill/Fx_Skill_Knight_Attack_01_Lance,0.7,1,1,1,1,2,1,,,
366,骑士普攻（剑）,Creature/Skill/Fx_Skill_Knight_Attack_01_Sword,0.7,1,1,1,1,2,1,,,
367,海盗之王潮汐之刃（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_ChaoXiZhiRen_01,5,1,1,1,1,0,1,,,
368,海盗之王海盗剑术（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_HaiDaoJianShu_01,6,1,1,1,1,0,1,,,
369,海盗之王海浪冲击释放（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_Skill_HaiLangChongJi_01,2,1,1,1,1,0,1,,,
370,海盗之王海浪冲击海浪效果（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_Skill_HaiLangChongJi_02,-1,1,1,1,1,0,1,,,
371,海盗之王亡灵召唤（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_Skill_SiWangZhaoHuan,1.5,1,1,1,1,0,1,,,
372,海盗之王污染水域（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_Skill_WuRanShuiYu_02,6.3,1,1,1,1,0,1,,,
373,邪骸海盗普攻刀光（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiHaiDao_Attack,0.25,1,1,1,1,0,1,,,
374,邪骸海盗冲锋（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiHaiDao_ChongFeng,0.7,1,1,1,1,0,1,,,
375,邪骸海盗旋风斩（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiHaiDao_XuanFengZhan,0.7,1,1,1,1,0,1,,,
376,邪骸刺客普攻（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiCiKe_PuTongGongJi,0.25,1,1,1,1,0,1,,,
377,邪骸刺客伏击（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiCiKe_FuJi,0.25,1,1,1,1,0,1,,,
378,邪骸刺客致命毒药（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiCiKe_ZhiMingDuYao,0.25,1,1,1,1,0,1,,,
379,邪骸法师吟唱（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_TongYongShiFa,-1,1,1,1,1,0,1,,,
380,邪骸法师普攻命中（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_PuTongGongJi_02,0.8,1,1,1,1,0,1,,,
381,邪骸法师魔法外壳（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_MoFaWaiKe_01,-1,1,1,1,1,0,1,,,
382,邪骸法师暗潮冲击吟唱（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_AnChaoChongJi_01,-1,1,1,1,1,0,1,,,
383,邪骸法师暗潮冲击效果（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_AnChaoChongJi_02,-1,1,1,1,1,0,1,,,
384,坏血病（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_HuaiXueBingBuff_01,-1,1,1,1,1,0,1,,,
385,坏血病治愈（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_HuaiXueBingBuff_02,1.3,1,1,1,1,0,1,,,
386,坏血病区域（副本）,Creature/Skill/Fx_Skill_Fb_SiQuDeFuLu_WangYu_01,-1,1,1,1,1,0,1,,,
387,邪骸弓箭手普攻光圈（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiGongJianShou_putonggongji_01,0.3,1,1,1,1,0,1,,,
388,邪骸弓箭手冲锋光圈（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiGongJianShou_ChongFengJian_01,0.4,1,1,1,1,0,1,,,
389,邪骸弓箭手染血箭光圈（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiGongJianShou_RanXueJian_01,0.25,1,1,1,1,0,1,,,
390,邪骸弓箭手染血箭命中（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiGongJianShou_RanXueJian_03,1.2,1,1,1,1,0,1,,,
391,巴啦啦普攻刀光（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_PuTongGongJi_01,0.25,1,1,1,1,1,1,,,
392,巴啦啦弱点凝视（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_RuoDianNingShi,-1,1,1,1,1,0,1,,,
393,巴啦啦顺劈斩（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_ShunPiZhan,3.3,1,1,1,1,0,1,,,
394,巴啦啦拔刀斩（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_BaDaoZhan_01,0.7,1,1,1,1,0,1,,,
395,巴啦啦冲锋（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_ChongFeng,1.3,1,1,1,1,0,1,,,
396,巴啦啦剑气突刺（副本）,Creature/Skill/Fx_Skill_Fb_YuShenDuiZhang_JianQiTuCi_01,1.9,1,1,1,1,0,1,,,
397,小恶魔预警范围,Creature/Common/Fx_Skill_Caution_YuanXingFanWei_05,-1,1,1,1,1,0,0,,,
398,潮汐之刃命中（副本）,Creature/Skill/Fx_Skill_Fb_HaiDaoZhiWang_ChaoXiZhiRen_02,0.8,1,1,1,1,0,1,,,
399,邪骸刺客致命毒药命中（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiCiKe_ZhiMingDuYao_02,1,1,1,1,1,0,1,,,
400,冰冻术解冻,Creature/Common/Fx_Skill_Nomal_Buff_BingDong_02,2,1,1,1,1,0,1,,,
401,雷鸣术受击,Creature/Skill/Fx_Skill_Wizard_LeiMingShu_02,1,1,1,1,1,0,1,,,
402,盾牌防御持续特效,Creature/Skill/Fx_Skill_Knight_DunPaiFangYu_01,-1,1,1,1,1,0,1,,,
403,马上矛普攻,Creature/Skill/Fx_Skill_Knight_Mount_Attack_01_Lance,0.7,1,1,1,1,1,1,,,
404,马上剑普攻,Creature/Skill/Fx_Skill_Knight_Mount_Attack_01_Sword,0.5,1,1,1,1,1,1,,,
405,骑乘攻击,Creature/Skill/Fx_Skill_Knight_QiChengGongJi_10,1,1,1,1,1,1,1,,,
406,普通火吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop101,-1,1,1,1,1,1,1,,,
407,普通火释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end101,0.7,1,1,1,1,1,1,,,
408,普通水吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop102,-1,1,1,1,1,1,1,,,
409,普通水释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end102,0.7,1,1,1,1,1,1,,,
410,普通风吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop103,-1,1,1,1,1,1,1,,,
411,普通风释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end103,0.7,1,1,1,1,1,1,,,
412,普通土吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop104,-1,1,1,1,1,1,1,,,
413,普通土释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end104,0.7,1,1,1,1,1,1,,,
414,普通念吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop105,-1,1,1,1,1,1,1,,,
415,普通念释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end105,0.7,1,1,1,1,1,1,,,
416,普通暗吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop106,-1,1,1,1,1,1,1,,,
417,普通暗释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end106,0.7,1,1,1,1,1,1,,,
418,普通毒吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop107,-1,1,1,1,1,1,1,,,
419,普通毒释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end107,0.7,1,1,1,1,1,1,,,
420,普通隐匿吟唱,Creature/Common/Fx_Skill_Nomal_Magician_Release_Loop108,-1,1,1,1,1,1,1,,,
421,普通隐匿释放,Creature/Common/Fx_Skill_Nomal_Magician_Release_end108,0.7,1,1,1,1,1,1,,,
422,死灵武器特效,Creature/Skill/Fx_Skill_Fb_SiLing_MieShiZhiJi_04,-1,1,1,1,1,1,1,,,
423,死灵退魂斩受击,Creature/Common/Fx_Skill_Fb_SiLing_TuiHunZhiRen_BeHit,2,1,1,1,1,1,0,,,
424,死灵武器特效2,Creature/Skill/Fx_Skill_Fb_SiLing_TuiHunZhiRen_02,-1,1,1,1,1,1,1,,,
425,海盗宿命点名标记（副本）,Creature/Skill/Fx_Skill_Assasin_DuXingGanRan_01,-1,1,1,1,1,0,1,,,
426,海盗宿命爆炸（副本）,Creature/Skill/Fx_Skill_Fb_XieHaiFaShi_HaiDaoSuMingBUFF_02,2,1,1,1,1,0,1,,,
427,闪电冲击主动特效,Creature/Skill/Fx_Skill_Hunter_ShanDianChongJi_02,0.7,1,1,1,1,1,1,,,
428,猎鹰寻敌残留特效,Creature/Skill/Fx_Skill_Hunter_LieYingXunDi_02,-1,1,1,1,1,0,1,,,
429,俄塞里斯_诅咒施法,Creature/Skill/Fx_ESaiLiSi_Skill_ZuZhou_01,1,1,1,1,1,0,1,,,
430,俄塞里斯_诅咒持续,Creature/Skill/Fx_ESaiLiSi_Skill_ZuZhou_02,-1,1,1,1,1,0,1,,,
431,AGI上升触发,Creature/Skill/Fx_Skill_Nomal_JiaSuShu_01,1,1,1,1,1,0,1,,,
432,蜂后_广域沉默,Creature/Skill/Fx_FengHou_Skill_GuangYuChenMo_01,0.6,1,1,1,1,0,1,,,
433,海盗之王_铠甲破坏,Creature/Skill/Fx_HAIDAOWANG_kaijiapohuai_01,0.7,1,1,1,1,0,1,,,
434,海盗之王_AGI下降,Creature/Skill/Fx_HaiDaoZhiWang_Skill_AGIXiaJiang_01,0.7,1,1,1,1,0,1,,,
435,海盗之王_武器值最大,Creature/Skill/Fx_HaiDaoZhiWang_Skill_WuQiZhiZuiDa_01,1.9,1,1,1,1,0,1,,,
436,海神_脚底水纹,Creature/Skill/Fx_HAISHEN_jiaodishuiwen_01,-1,1,1,1,1,0,1,,,
437,泥人_泥土滑落,Creature/Skill/Fx_NIREN_nituhualuo_01,-1,1,1,1,1,0,1,,,
438,皮里恩_头盔破坏,Creature/Skill/Fx_PiLiEn_Skill_TouKuiPoHuai_01,0.7,1,1,1,1,0,1,,,
439,气泡虫_泡泡持续,Creature/Skill/Fx_QiPaoChong_paopaochixu_01,-1,1,1,1,1,0,1,,,
440,气泡虫_自爆,Creature/Skill/Fx_QiPaoChong_Skill_ZiBao_01,0.4,1,1,1,1,0,1,,,
