Id,SkillUuid,Level,NameDesign,Desc,Name,IsIP,TargetType,SkillTargetRangeType,SkillRangeType,SkillHatedType,SkillType,SkillDamType,IsAffectedASPD,ASPDPercent,IsAffectedASPDExtra,IsAoe,PushInterupt,SkillAttr,IsKnockBack,Length,IsRangeAttrImpact,IsRangeWeaponAttrImpact,WeaponTypeLimit,SecondWeaponTypeLimit,Limits,IsDisableCD,EffectExIDs,SkillPanelPos,SpePreSkillRequired,LinkAutoAtack,IsChangeColor,ChangeColor,InteruptSkill,IsUseArrow,IconEx,LimitScene,LimitSceneType,NeedEffectRange,IsEffectExStandalone,IsPassive,AutoBattlePRI,SkillEffectElementEnergy,EnergyTips,AnimationType,SingingAnimation,PreSkillRequired,SkillTypeIcon,Atlas,Icon,SkillDataPath,AITreeName,SkillDesc,SkillDescAdd,SimpleSkillDesc,ActiveCardDesc,AllowUI,LocalizationArea,Skill_Text,SkillID,SkillEffectNum,AttackCount,CreateBuff,PVEDamageRadio,PVEStaticDam,PVEFloatSingingTime,PVEFixSingingTime,PVECoolTime,PVEGroupCoolTimeType,PVEGroupCoolTime,PVPDamageRadio,PVPStaticDam,PVPFloatSingingTime,PVPFixSingingTime,PVPCoolTime,PVPGroupCoolTimeType,PVPGroupCoolTime,LowRange,FarRange,HatredToTarget,HatredPercentToTarget,HatredToMe,HatredPercentToMe,SkillCost,SkillElementEnergy,BattleVehicle,EffectShape,EffectRange,BreakHiding,AshByLua,CostDesc,SkillDescRep,CreateGroupBuff,Hatredcoefficient,SkillTriggerID,PVEConfigData,PVPConfigData,ServerUUIDData,CostSpiritSpheres,ScriptParameter,SkillScriptPrefix,SkillScriptPostfix,SkillGroupID
500304,510103,4,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,33000,120,0,0,0,1,2,33000,0,0,0,0,1,2,0,3,1,,,,7=11,,0,0,0,,0,,330|120,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500305,510103,5,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,35000,150,0,0,0,1,2,35000,0,0,0,0,1,2,0,3,1,,,,7=13,,0,0,0,,0,,350|150,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500306,510103,6,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,37000,180,0,0,0,1,2,37000,0,0,0,0,1,2,0,3,1,,,,7=15,,0,0,0,,0,,370|180,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500307,510103,7,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,39000,210,0,0,0,1,2,39000,0,0,0,0,1,2,0,3,1,,,,7=17,,0,0,0,,0,,390|210,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500308,510103,8,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,41000,240,0,0,0,1,2,41000,0,0,0,0,1,2,0,3,1,,,,7=19,,0,0,0,,0,,410|240,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500309,510103,9,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,43000,270,0,0,0,1,2,43000,0,0,0,0,1,2,0,3,1,,,,7=21,,0,0,0,,0,,430|270,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500310,510103,10,深红切割（刺客）,,深红切割,0,4,0,0,1,0,1,0,,0,0,1,0,0,0,,,,,,0,,2=1,,0,0,,,,,,,0,,0,0,,,0,0,51010901=5=1,0,Skill_Thief,UI_Icon_Skill_Thief_ShenHongQieGe.png,Player_Assassin,AutoBattle_Player_Assassin_ShenHongQieGe,施放深红死亡印记，对指定单体目标瞬间进行多段重击，共造成<color=$$Yellow$$>{0}</color>%+<color=$$Yellow$$>{1}</color>无属性物理伤害,,红色十字切割，对敌方单位造成多段打击,,,,刺客,5003,1,1|1,,45000,300,0,0,0,1,2,45000,0,0,0,0,1,2,0,3,1,,,,7=23,,0,0,0,,0,,450|300,,,,,,Player_Assassin|Player_Assassin_ShiZiZhan|0|0|0,,,Player_Assassin_ShiZiZhan,,5003
500401,5004,1,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,6000,200,0,0,10,0,0,6000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_01|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_01,,5004
500402,5004,2,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,8000,200,0,0,10,0,0,8000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_02|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_02,,5004
500403,5004,3,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,10000,200,0,0,10,0,0,10000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_03|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_03,,5004
500404,5004,4,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,12000,200,0,0,10,0,0,12000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_04|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_04,,5004
500405,5004,5,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,14000,200,0,0,10,0,0,14000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_05|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_05,,5004
500406,5004,6,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,16000,200,0,0,10,0,0,16000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_06|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_06,,5004
500407,5004,7,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,18000,200,0,0,10,0,0,18000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_07|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_07,,5004
500408,5004,8,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,20000,200,0,0,10,0,0,20000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_08|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_08,,5004
500409,5004,9,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,22000,200,0,0,10,0,0,22000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_09|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_09,,5004
500410,5004,10,火柱攻击召唤兽,,火柱攻击召唤兽,0,1,3,0,1,0,2,0,,0,1,,3,0,0,,,,,,0,,,,1,1,ColorGradient/Color_SkillRim_Huo,,,,,,0,,0,0,,,0,0,,,Skill_Magician,UI_Icon_Skill_Magician_HuoZhuGongJi.png,,,,,,,,,巫师,5004,1,10|1,201901=0|202001=10000,24000,200,0,0,10,0,0,24000,200,0,0,10,0,0,0,3,,,,,,,0,,,,0,,,,,,,,Player_Wizard|Player_Wizard_HuoZhuGongJi_effect_Belluz_10|0|0|0,,,Player_Wizard/Player_Wizard_HuoZhuGongJi_effect_Belluz_10,,5004
500501,410112,1,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,11000,,9.6,1.2,0,1,1,11000,,9.6,1.2,0,1,1,0,7,1,,,,7=55,,0,1,3.9,,0,,4|110|5|3,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_01|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_01,,5005
500502,410112,2,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,11000,,9.26,1.2,0,1,2,11000,,9.26,1.2,0,1,2,0,7,1,,,,7=65,,0,1,3.9,,0,,5|110|10|6,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_02|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_02,,5005
500503,410112,3,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,22000,,8.92,1.2,0,1,2,22000,,8.92,1.2,0,1,2,0,7,1,,,,7=75,,0,1,3.9,,0,,5|220|18|9,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_03|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_03,,5005
500504,410112,4,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,22000,,8.58,1.2,0,1,3,22000,,8.58,1.2,0,1,3,0,7,1,,,,7=85,,0,1,3.9,,0,,6|220|33|12,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_04|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_04,,5005
500505,410112,5,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,33000,,8.24,1.2,0,1,3,33000,,8.24,1.2,0,1,3,0,7,1,,,,7=95,,0,1,3.9,,0,,6|330|42|15,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_05|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_05,,5005
500506,410112,6,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,33000,,7.9,1.2,0,1,4,33000,,7.9,1.2,0,1,4,0,7,1,,,,7=105,,0,1,3.9,,0,,7|330|63|18,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_06|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_06,,5005
500507,410112,7,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,44000,,7.56,1.2,0,1,4,44000,,7.56,1.2,0,1,4,0,7,1,,,,7=115,,0,1,3.9,,0,,7|440|75|21,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_07|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_07,,5005
500508,410112,8,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,44000,,7.22,1.2,0,1,4,44000,,7.22,1.2,0,1,4,0,7,1,,,,7=125,,0,1,3.9,,0,,8|440|104|24,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_08|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_08,,5005
500509,410112,9,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,55000,,6.88,1.2,0,1,4,55000,,6.88,1.2,0,1,4,0,7,1,,,,7=135,,0,1,3.9,,0,,8|550|118|27,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_09|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_09,,5005
500510,410112,10,陨石术,,陨石术,1,4,2,0,1,0,2,0,,0,1,1,3,0,0,,,,,,0,,2=2,,1,0,,,,,,,1,,0,0,,,0,-1,41010801=5=1|41011101=3=0,1,Skill_Magician,UI_Icon_Skill_Magician_YunShiShu.png,Player_Wizard,AutoBattle_Player_Wizard_YunShiShu,在指定区域内随机位置召唤<color=$$Yellow$$>{0}</color>颗陨石攻击敌方，每颗陨石对范围内最多10只魔物造成<color=$$Yellow$$>{1}</color>%+<color=$$Yellow$$>{2}</color>火属性魔法伤害，陨石有<color=$$Yellow$$>{3}</color>%几率造成眩晕效果,,在指定区域召唤陨石，随机对范围内敌方造成伤害,,,,巫师,5005,1,1,,55000,,6.54,1.2,0,1,4,55000,,6.54,1.2,0,1,4,0,7,1,,,,7=145,,0,1,3.9,,0,,9|550|154|30,,,,,,Player_Wizard|Player_Wizard_YunShiShu_Belluz3023_10|0|0|0,,,Player_Wizard_YunShiShu_Belluz3023_10,,5005
500601,5006,1,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500602,5006,2,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500603,5006,3,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500604,5006,4,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500605,5006,5,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500606,5006,6,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500607,5006,7,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500608,5006,8,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
500609,5006,9,移花接木,,,1,4,0,1,1,0,1,0,,0,0,1,,0,0,,,,,,0,,,,0,0,,,,,,,0,,0,0,,,0,0,,,,,Player_AnyOne,,,,,,,,武僧,5006,1,1,,5000,,0,0,0,0,0,5000,0,0,0,0,0,0,0,15,1,,,,,,0,0,0,,0,,,,,,,,Player_AnyOne|Player_AnyOne_YiHuaJieMu|0|0|0,,,Player_AnyOne_YiHuaJieMu,,5006
